language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
haka1240,-,-,n,i,h,-,i,-,-,-,-,n,-,-,-,-,-
lush1249,-,-,v,a,w,i,i,-,-,-,-,n,-,-,-,-,-
karb1241,-,-,p,-,-,-,i,-,-,-,-,n,i,-,-,i,-
khal1275,-,-,7,-,-,-,o,-,-,-,-,n,-,-,-,3,l
thul1246,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,e,p
kulu1253,-,-,-,-,-,-,e,-,-,-,-,s,-,-,-,e,-
bahi1252,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,a,-
limb1266,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,i,n
bant1281,-,-,-,-,-,-,a,-,-,-,-,y,-,-,-,3,-
chep1245,-,-,t,-,-,-,e,-,-,-,-,n,-,-,-,-,-
lash1243,-,k,h,-,-,-,3,-,-,-,-,N,y,-,e,i,-
zaiw1241,-,k,h,-,-,-,e,-,-,-,-,N,y,-,-,i,-
maru1249,a,-,n,-,-,-,a,-,-,-,-,n,-,-,-,E,7
pela1242,a,k,h,-,-,-,3,-,-,-,-,n,-,-,-,E,7
acha1249,-,-,x,-,-,-,a,-,-,i,-,n,y,-,-,e,n
nucl1310,-,-,y,-,-,-,o,-,-,-,-,n,-,-,-,e,-
drun1238,-,-,d,-,-,-,o,-,-,-,-,n,-,-,-,i,-
japh1234,-,-,y,-,-,-,i,s,-,-,-,N,-,-,-,i,-
situ1238,-,-,m,-,-,-,3,s,-,-,-,n,-,-,-,i,-
zhab1238,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,3,-
amdo1237,-,t,-,-,-,-,e,r,-,a,-,N,-,-,-,-,-
amdo1237,-,t,-,-,-,-,e,r,-,a,-,N,-,-,-,-,-
kham1282,-,-,-,-,-,-,a,r,-,i,-,-,-,-,-,-,-
tsha1245,-,t,h,-,-,-,i,n,o,o,-,N,-,-,-,-,-
byan1241,-,t,h,-,-,-,i,-,-,-,-,n,y,d,Z,a,-
rong1264,-,t,h,-,-,-,a,-,-,-,-,n,-,-,-,-,-
gahr1239,-,t,h,-,-,-,a,-,-,-,-,n,-,-,-,-,-
diga1241,o,-,t,-,-,-,i,-,-,o,n,n,-,-,-,-,-
boka1249,-,-,S,o,-,-,o,-,-,-,-,l,-,-,-,o,-
garo1247,-,-,d,-,-,-,a,-,-,-,-,7,s,-,-,a,l
rabh1238,-,-,t,-,-,-,e,-,-,-,-,-,-,-,-,e,-
hakk1236,-,-,k,-,-,-,i,-,-,-,-,n,n,-,-,i,7
hakk1236,-,-,k,-,-,-,i,-,-,-,-,n,N,-,-,i,t
