language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
khal1275,-,p,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,e,t,t,-,-,-,-,-,-,-,-,-,-
thul1246,-,p,-,h,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,-,-,-
kulu1253,-,p,-,h,-,-,-,u,-,-,i,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,r,-,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-
wayu1241,-,t,s,h,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
jing1260,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-
drun1238,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,u,-,-,-,-,-,p,-,-
haka1240,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,7,-,-,-,-,-,-,-,-,-,-
lush1249,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
lush1249,-,T,-,h,-,-,t,S,-,-,-,-,-,-,-,-,-,i,-,N,-,-,-,-,-,-,-,-,-,-
karb1241,-,T,-,h,-,-,t,s,i,l,i,k,a,n,g,N,d,i,-,r,-,-,-,-,-,-,-,-,-,-
horp1240,s,p,-,h,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-
eree1240,t,S,-,h,E,-,l,-,-,-,-,-,-,-,-,-,-,o,-,x,-,-,-,-,-,-,-,-,-,-
japh1234,-,-,-,X,-,-,t,-,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,-,-
situ1238,-,-,-,k,a,k,t,o,-,-,-,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,k,3,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-
byan1241,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,e,-,b,m,o,-,-,-,-,-,-,-,-
rong1264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,u,-,-,-,-,-,t,-,-
gahr1239,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,g,-,o,o,n,t,a,t,t,S,a
amdo1237,-,-,-,n,-,-,d,-,-,-,-,-,-,-,-,-,-,e,-,p,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,n,-,-,d,-,-,-,-,-,-,-,-,-,-,e,-,p,-,-,-,-,-,-,-,-,-,-
utsa1239,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,S,-,o,o,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,o,u,7,-,-,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-,-,-,-,-,-,-,-
idum1241,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-
diga1241,-,-,-,x,o,-,d,-,-,-,i,-,-,-,-,-,-,o,u,-,-,-,-,-,-,-,-,-,-,-
boka1249,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,o,o,r,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,o,o,a,-,-,-,-,-,-,-,-,-,-
oldc1244,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,s,-,-
