language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
haka1240,-,-,-,-,-,-,t,s,-,i,-,-,i,N,-,N,i,i,a,-,-
karb1241,k,-,e,-,-,-,t,h,o,i,t,h,e,n,g,N,-,b,a,-,t
khal1275,r,-,e,-,-,-,t,s,-,e,-,-,-,-,-,l,-,-,e,-,-
wayu1241,w,-,a,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,u,-,p
zaiw1241,t,-,a,n,-,-,k,h,-,-,-,-,-,-,-,-,-,-,u,-,i
nucl1310,-,-,-,m,y,e,k,h,-,-,-,-,-,-,-,-,-,-,w,-,e
lisu1250,-,-,o,-,-,o,-,d,-,-,-,-,-,-,-,-,-,-,u,-,-
drun1238,l,-,o,N,-,-,g,-,-,-,-,-,-,-,-,-,-,-,u,-,r
japh1234,q,-,a,T,-,h,t,s,-,-,-,x,-,-,-,-,-,-,a,-,-
situ1238,k,-,3,-,-,-,t,h,-,-,-,w,-,-,-,-,-,-,i,-,-
zhab1238,-,-,-,-,-,-,T,S,o,-,-,k,o,-,-,m,-,-,i,-,-
amdo1237,x,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
amdo1237,X,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kham1282,w,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
byan1241,g,-,o,-,-,-,-,-,-,-,-,-,o,-,-,n,-,-,u,-,-
gahr1239,g,w,a,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,u,-,-
idum1241,y,-,o,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-
diga1241,t,-,o,-,-,-,-,p,-,-,-,r,-,-,-,-,-,-,u,-,-
boka1249,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,w,a
