language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
haka1240,-,k,a,-,a,a,-,p,-,k,a,-,7,-,-
lush1249,-,k,a,-,-,a,-,p,-,-,-,-,-,-,-
karb1241,-,-,-,-,-,a,-,p,-,-,-,-,-,-,-
khal1275,-,7,-,-,-,a,-,p,-,-,-,-,-,-,-
thul1246,-,-,-,-,-,o,o,p,-,-,-,-,-,-,-
kulu1253,-,-,-,-,-,a,-,m,-,m,a,-,-,-,-
bahi1252,-,-,-,-,-,-,-,p,-,h,E,k,t,s,o
limb1266,-,-,-,-,-,a,-,p,-,-,-,-,-,-,-
bant1281,-,-,-,-,-,-,-,p,-,h,i,t,t,-,-
chep1245,-,7,-,-,-,a,-,p,-,-,-,-,-,-,-
wayu1241,-,-,-,-,-,o,o,p,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,p,-,-,3,-,k,-,-
zaiw1241,-,-,-,-,-,-,-,p,-,-,i,-,k,-,-
maru1249,-,-,-,-,-,-,-,p,-,-,a,-,k,-,-
pela1242,-,-,-,-,-,-,-,p,-,-,a,-,k,-,-
acha1249,-,-,-,-,-,-,-,p,-,-,3,-,k,-,-
nucl1310,-,-,-,-,-,-,-,p,-,-,i,-,7,-,-
lisu1250,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-
drun1238,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-
japh1234,-,t,-,-,-,u,-,d,i,l,o,-,t,-,-
zhab1238,-,-,-,-,-,-,-,Z,i,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,h,e,-,n,-,-
amdo1237,m,d,-,-,-,E,n,p,-,h,e,-,n,-,-
kham1282,-,d,-,-,-,-,-,-,-,Z,o,u,7,-,-
tsha1245,-,g,-,-,-,a,-,p,-,-,-,-,-,-,-
rong1264,-,k,-,-,-,u,-,a,-,r,a,-,-,-,-
gahr1239,-,k,-,-,-,-,-,-,-,h,e,-,t,-,-
idum1241,i,l,i,p,r,o,o,-,-,-,o,-,-,-,-
diga1241,-,-,-,-,-,o,o,y,-,-,o,-,-,-,-
boka1249,-,-,-,-,-,o,o,p,-,-,-,-,-,-,-
garo1247,-,g,-,-,-,o,-,o,-,-,a,-,-,-,-
rabh1238,-,k,-,-,-,o,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,-,S,-,-,a,-,-,-,-
hakk1236,-,-,-,-,-,-,-,s,-,-,a,-,-,-,-
