language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
haka1240,-,-,-,-,-,-,-,-,t,h,a,a,i,i,-,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,t,h,-,-,e,i,-,-,r,-,-,a,h
karb1241,-,-,-,-,-,-,-,-,t,h,-,-,-,e,-,-,-,-,-,-,-
khal1275,-,-,-,-,-,s,-,a,-,s,-,-,r,u,-,-,s,-,-,-,-
thul1246,b,o,o,p,-,s,-,e,-,s,-,-,-,i,-,-,-,-,-,-,-
kulu1253,-,-,-,-,-,s,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
bahi1252,-,-,-,-,-,s,-,i,t,s,-,-,-,i,-,-,-,-,-,-,-
bahi1252,-,-,-,p,-,h,r,e,t,s,-,-,-,i,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,s,-,-,-,e,-,-,-,-,-,-,-
bant1281,-,-,-,-,-,s,-,3,N,s,-,-,-,i,-,-,w,-,-,a,-
bant1281,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,-,-
chep1245,-,-,-,t,-,S,-,-,-,h,-,-,-,y,-,-,-,-,-,a,k
wayu1241,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,-,S,-,-,-,i,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,-,S,-,-,-,3,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,o,t,8,-,-,-,i,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,s,-,-,u,-
drun1238,-,-,-,-,-,S,-,i,N,S,-,-,-,i,-,-,-,-,-,-,-
japh1234,-,-,-,-,-,-,-,-,-,s,-,-,-,u,m,a,t,-,-,-,-
situ1238,-,-,-,-,-,-,-,-,-,S,-,-,-,3,N,-,t,-,o,o,k
zhab1238,-,-,-,-,-,-,-,-,-,s,-,-,h,E,-,-,S,-,-,o,-
amdo1237,-,-,-,-,-,-,-,-,-,s,-,-,h,i,-,-,t,-,o,o,X
amdo1237,-,-,-,-,-,-,-,-,-,s,-,-,-,i,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,x,h,-,-,-,i,-,-,t,h,o,o,7
tsha1245,-,-,-,-,-,-,-,-,-,s,-,-,-,e,-,-,-,-,-,-,-
byan1241,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-,-
rong1264,-,-,-,-,-,-,-,-,p,h,-,-,-,3,-,-,-,-,-,-,l
gahr1239,-,-,-,-,-,-,-,-,p,h,-,-,-,a,-,-,-,-,-,-,l
idum1241,-,-,-,-,-,r,-,u,N,S,-,-,-,i,-,-,-,-,-,-,-
diga1241,-,-,-,p,u,r,-,u,m,-,-,-,-,-,-,-,-,-,-,-,-
boka1249,-,-,-,-,a,p,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,b,-,i,t,-,-,-,-,e,-,-,-,-,-,-,-
rabh1238,-,-,-,-,-,-,-,-,t,h,-,-,e,e,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,-,-,-,S,-,-,u,i,-,-,k,-,o,o,-
hakk1236,-,-,-,-,-,-,-,-,-,s,-,-,a,N,-,-,k,-,-,o,-
