language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
haka1240,-,-,-,-,-,s,-,a,a,a,s,a,-,t,-,-,-
lush1249,-,-,-,t,-,h,-,-,-,-,-,a,-,k,-,-,-
lush1249,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-,-
lush1249,-,-,-,-,-,l,-,-,-,-,-,u,-,m,-,-,-
karb1241,-,-,-,-,-,s,-,o,-,-,-,o,-,-,-,-,-
khal1275,-,-,-,-,-,h,-,o,-,S,p,E,-,-,-,-,-
thul1246,-,-,-,t,-,s,-,3,-,-,p,a,-,-,-,-,-
kulu1253,-,-,-,-,-,h,-,o,-,-,m,a,-,-,-,-,-
bahi1252,-,-,-,t,-,s,-,e,-,t,s,e,-,-,-,-,-
limb1266,-,-,-,-,-,y,-,-,-,-,-,E,-,m,-,-,t
bant1281,-,-,-,-,-,h,-,-,-,-,-,a,-,k,-,-,t
chep1245,-,-,-,-,-,d,-,-,-,-,-,a,-,h,-,-,-
wayu1241,-,-,-,d,-,z,-,-,-,-,-,e,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,E,-
zaiw1241,-,-,-,-,-,-,-,-,-,-,-,-,-,N,y,e,-
maru1249,-,-,-,-,-,l,-,-,-,-,-,a,u,N,-,-,-
pela1242,-,-,-,-,-,l,-,-,-,-,-,a,u,N,-,-,-
acha1249,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,o,i,7,-,-,-
lisu1250,-,-,-,t,s,h,-,-,-,-,-,o,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,o,-,k,-,o,t
japh1234,-,-,-,s,-,-,-,-,-,-,-,o,S,k,-,e,-
zhab1238,-,-,-,k,-,-,-,-,-,-,-,u,-,l,i,e,-
amdo1237,-,-,-,t,-,S,o,o,-,-,x,-,-,-,-,3,-
amdo1237,-,-,-,t,-,s,-,-,-,-,h,a,-,n,d,e,-
amdo1237,-,-,-,-,-,-,-,-,-,-,h,-,-,N,-,u,-
kham1282,-,-,-,t,-,s,-,-,-,-,h,a,-,m,-,u,-
tsha1245,-,-,-,-,-,s,o,o,-,p,h,-,-,-,-,o,-
tsha1245,-,-,-,t,-,s,-,-,-,-,h,a,-,l,-,o,-
byan1241,l,u,N,d,-,-,-,-,-,-,-,a,-,-,-,-,-
rong1264,-,-,-,t,-,S,-,-,-,-,-,a,-,r,-,t,-
gahr1239,-,-,-,t,-,S,-,-,-,-,h,e,-,y,-,-,-
idum1241,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-
diga1241,-,-,-,t,-,-,-,-,-,-,-,o,-,-,-,i,-
boka1249,-,a,-,g,-,-,-,-,-,-,-,u,-,-,-,-,-
garo1247,-,-,-,d,-,-,-,-,-,-,-,-,i,N,7,a,-
rabh1238,-,-,-,t,-,-,-,-,-,-,-,u,u,N,-,-,-
hakk1236,-,-,-,-,-,5,-,-,-,-,-,E,-,7,-,-,-
hakk1236,-,-,-,-,-,N,-,-,-,-,-,E,-,t,-,-,-
