language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
haka1240,t,-,-,h,-,i,-,-,-,-,i,-,-,-,-,N,-,-,-,-
lush1249,-,-,-,k,-,u,-,-,-,-,u,-,-,-,-,N,-,-,-,-
lush1249,t,-,-,h,-,-,-,-,-,-,i,-,-,-,-,N,-,-,-,-
karb1241,t,-,-,h,-,-,-,-,-,-,e,n,-,g,-,N,p,-,i,-
khal1275,-,-,-,s,-,-,-,-,-,-,o,-,-,-,-,N,-,-,-,-
thul1246,d,o,k,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kulu1253,-,-,-,s,-,i,t,S,h,-,o,-,-,-,-,-,-,-,-,-
bahi1252,d,E,k,s,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
bahi1252,d,E,k,s,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,s,-,-,-,-,-,-,i,N,-,b,u,N,-,-,-,-
bant1281,-,-,-,s,-,-,-,-,-,-,3,-,-,-,-,N,-,-,-,-
chep1245,-,-,-,s,-,-,-,-,-,-,i,-,-,-,-,N,-,7,-,-
wayu1241,-,-,-,s,-,-,-,-,-,-,i,-,-,-,-,N,p,h,u,m
lash1243,-,-,-,s,-,-,-,-,-,-,3,-,-,-,-,k,-,-,-,-
zaiw1241,-,-,-,s,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,-
maru1249,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-
pela1242,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-
acha1249,-,-,-,s,-,-,-,-,-,-,a,N,t,s,e,N,-,-,-,-
nucl1310,t,-,-,8,-,-,-,-,-,-,i,-,-,-,-,7,p,-,i,-
drun1238,-,-,-,S,-,-,-,-,-,-,i,-,-,-,-,N,-,-,-,-
japh1234,-,-,-,s,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
situ1238,-,-,-,S,-,-,-,-,-,-,3,-,-,-,-,p,-,h,u,-
zhab1238,-,-,-,s,-,h,-,-,-,-,E,-,-,-,-,p,-,-,u,-
amdo1237,x,-,-,d,-,o,-,-,-,-,o,-,-,-,-,N,-,N,o,-
amdo1237,-,-,-,d,-,o,-,-,-,-,o,-,-,-,-,N,-,w,o,-
kham1282,-,-,-,x,-,-,-,-,-,-,i,-,-,-,-,p,-,h,u,-
tsha1245,-,-,-,S,-,-,-,-,-,-,i,-,-,-,-,N,-,-,-,-
rong1264,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,l,-,-,o,-
gahr1239,b,u,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
idum1241,m,o,-,s,-,e,-,N,b,o,o,-,-,-,-,N,-,-,-,-
diga1241,m,o,-,s,-,-,-,-,-,-,u,-,-,-,-,N,-,-,-,-
boka1249,-,u,-,S,-,-,-,-,-,-,u,-,-,-,-,N,-,-,-,-
garo1247,b,o,o,l,b,i,-,-,p,-,a,-,-,-,-,n,-,g,-,-
rabh1238,-,-,-,-,-,-,-,-,p,-,a,-,-,-,-,n,-,-,-,-
hakk1236,-,-,-,S,-,-,-,-,-,-,u,-,-,-,-,t,-,-,i,-
hakk1236,-,-,-,s,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
