language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
haka1240,-,-,-,-,-,-,s,-,-,-,-,-,-,e,-,7,-,-,-,-,-
lush1249,-,-,-,-,-,-,z,-,-,-,-,u,-,u,-,k,-,-,-,-,-
lush1249,-,-,-,-,-,-,s,-,-,-,-,-,-,e,-,h,-,-,-,-,-
karb1241,-,-,-,-,-,-,k,-,-,-,-,o,-,o,-,r,-,-,-,-,-
khal1275,-,-,-,-,-,-,k,-,-,-,-,-,-,E,-,t,-,-,-,-,-
thul1246,-,-,-,-,-,-,k,-,-,-,h,-,r,e,-,t,-,-,-,-,-
kulu1253,-,-,-,-,-,-,k,-,-,-,h,o,m,a,-,-,-,-,-,-,-
bahi1252,-,-,-,-,-,-,k,-,-,-,-,-,r,a,-,t,-,-,-,-,-
limb1266,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,7,-,-,r,-,-
bant1281,-,-,-,-,-,-,N,-,-,-,-,-,-,e,-,k,-,-,-,-,-
chep1245,d,-,-,-,-,-,Z,-,-,-,-,-,-,3,y,k,-,-,-,-,-
wayu1241,-,-,-,-,-,-,t,-,-,-,s,-,-,i,-,k,-,-,-,-,-
lash1243,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,t,-,-,-,-,-
zaiw1241,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,t,-,-,-,-,-
maru1249,-,-,-,-,-,-,p,-,-,-,-,-,-,3,-,N,-,-,-,-,-
pela1242,-,-,-,-,-,-,p,-,-,-,-,-,-,E,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,n,-,-,-,-,-
nucl1310,-,-,-,-,-,-,k,-,-,-,-,-,-,o,i,7,-,-,-,-,-
lisu1250,-,-,-,-,-,-,k,-,-,-,h,-,-,o,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,g,-,-,-,r,-,-,o,-,t,-,-,-,-,-
japh1234,-,-,-,-,-,-,m,t,-,-,s,-,-,u,-,x,-,-,-,-,-
situ1238,k,h,-,-,o,-,m,t,-,-,S,-,-,i,-,k,k,a,l,a,t
zhab1238,-,-,-,-,a,-,n,d,-,-,z,-,-,e,-,-,-,-,-,-,-
amdo1237,-,w,-,-,a,w,-,d,i,w,T,-,y,a,-,p,-,-,-,-,-
amdo1237,s,h,-,-,o,o,n,d,-,-,-,-,-,e,-,p,-,-,-,-,-
kham1282,-,-,-,-,-,-,n,d,-,-,Z,-,-,E,-,7,-,-,-,-,-
tsha1245,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,m,-,-,-,-,-
byan1241,-,-,-,-,-,-,T,-,-,-,-,-,-,-,-,t,S,e,m,o,-
gahr1239,-,-,-,-,-,-,k,r,-,-,-,-,-,e,-,t,-,-,-,-,-
idum1241,-,-,-,-,o,-,k,-,-,-,-,o,-,o,-,N,-,-,-,-,-
diga1241,-,-,-,-,-,-,t,-,-,-,-,i,-,e,-,-,-,-,-,-,-
boka1249,-,-,-,-,-,-,g,-,-,-,-,-,-,a,-,m,-,-,-,-,-
garo1247,T,h,t,s,i,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-
rabh1238,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,k,-,-,-,-,-
hakk1236,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,7,-,-,y,-,-
hakk1236,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,k,-,-,-,-,-
