language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
khal1275,-,m,o,-,-,b,-,-,-,o,N,-,p,-,-,E,-,-,-,-,-,-
thul1246,-,m,e,-,d,z,-,-,-,3,-,-,p,-,-,a,-,-,-,-,-,-
kulu1253,-,m,a,-,n,n,-,-,-,3,-,-,p,-,-,a,-,-,-,-,-,-
limb1266,-,t,E,p,p,h,-,-,-,E,m,-,b,-,-,a,-,-,-,-,-,-
bant1281,-,-,3,-,s,s,-,-,-,a,-,-,w,-,-,a,-,-,-,-,-,-
bant1281,-,-,3,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,r,-,y,-,3,-,-,w,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,r,-,-,-,e,-,-,w,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,h,-,-,-,a,-,-,l,-,-,-,-,-,-,-,-,-
oldb1235,-,T,-,-,-,h,t,s,-,u,-,-,-,-,-,i,-,-,w,h,-,-
nucl1310,-,n,-,-,-,y,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-
nucl1310,-,s,-,-,-,h,-,-,-,o,-,-,-,-,-,o,-,-,-,-,-,-
lash1243,-,-,-,-,-,p,-,y,-,o,-,-,-,-,-,7,-,-,-,-,-,-
zaiw1241,-,t,-,-,-,h,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-
maru1249,-,-,-,-,-,k,-,-,-,o,-,-,-,-,-,i,-,-,-,-,-,-
pela1242,-,a,-,-,-,k,-,-,-,a,-,-,-,-,-,i,-,-,-,-,-,-
xian1249,-,n,-,-,-,T,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,t,-,-,-,S,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,m,-,-,-,a,d,-,Z,-,-,i,-,-,-,-,-,-
jing1260,-,t,-,-,-,h,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-
drun1238,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,7,-,-,-,-,-,-
haka1240,-,t,-,-,s,h,i,i,-,a,t,s,h,i,-,a,-,-,-,t,-,-
lush1249,-,t,-,-,S,h,-,i,-,a,-,-,-,-,-,-,-,-,-,-,-,-
lush1249,-,t,-,-,-,h,-,-,-,a,-,-,l,-,-,o,-,-,-,-,-,-
karb1241,-,-,-,-,-,h,-,e,n,o,-,-,-,-,-,o,-,-,-,-,-,-
horp1240,-,-,-,-,-,g,-,-,-,E,q,-,h,3,m,E,-,-,-,-,-,-
horp1240,-,-,-,-,-,-,-,-,-,-,q,-,h,3,m,E,-,-,-,-,-,-
eree1240,-,-,-,-,-,m,-,-,-,3,t,s,h,a,-,a,-,-,-,-,-,-
japh1234,-,-,-,-,-,N,-,-,-,o,-,-,-,-,n,-,-,-,-,-,-,-
situ1238,-,-,-,-,-,m,-,-,-,o,k,3,s,-,n,o,-,-,-,-,-,-
zhab1238,S,t,-,-,-,S,-,-,-,u,t,-,S,-,-,u,-,-,-,-,-,-
tang1334,-,-,-,-,-,n,-,-,-,i,-,-,-,o,-,o,-,-,-,w,-,-
byan1241,-,-,-,-,-,y,-,-,-,a,d,-,d,-,-,E,-,-,-,-,-,-
rong1264,-,k,-,-,-,h,-,-,-,3,r,-,-,-,-,a,-,-,-,b,-,-
gahr1239,-,-,-,-,-,m,-,-,-,a,r,-,-,-,-,a,-,-,-,p,-,-
clas1254,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-
amdo1237,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,n,b,E
amdo1237,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-
amdo1237,a,X,a,-,-,m,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
utsa1239,-,-,-,-,-,t,-,-,-,u,-,-,k,o,-,o,-,-,-,-,-,-
utsa1239,-,-,-,-,-,N,-,-,-,E,-,-,p,o,-,o,-,-,-,-,-,-
kham1282,-,-,-,-,-,S,-,-,-,o,-,-,-,-,-,u,d,-,E,7,-,-
kham1282,-,-,-,-,-,d,-,-,-,u,-,-,p,-,-,u,-,-,-,-,-,-
tsha1245,-,-,-,-,-,d,-,-,-,u,k,-,p,-,-,i,-,-,-,n,-,-
idum1241,-,-,-,-,-,-,-,-,-,e,-,-,l,-,-,i,-,-,e,N,-,-
diga1241,-,-,-,-,-,p,-,r,-,o,-,-,y,-,-,i,-,-,-,m,-,-
boka1249,-,-,-,-,-,k,-,-,-,a,-,-,r,-,-,u,-,-,-,-,-,-
boka1249,-,-,-,-,-,p,-,-,-,o,-,-,-,-,-,o,m,o,o,N,-,-
guan1279,-,-,-,-,-,s,-,-,-,e,-,-,-,-,-,i,-,-,-,-,-,-
hakk1236,-,-,-,-,-,f,-,-,-,a,-,-,-,-,-,i,-,-,-,-,-,-
hakk1236,-,-,-,-,-,s,-,-,-,o,-,-,-,-,-,i,-,-,-,-,-,-
beij1235,-,-,-,-,-,l,-,-,-,E,-,-,-,-,-,i,-,-,-,-,-,-
beij1235,-,-,-,-,-,x,-,u,-,E,-,-,-,-,-,i,-,-,-,-,-,-
chao1238,-,m,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-
chao1238,-,p,-,-,-,h,-,-,-,a,-,-,-,-,-,i,-,-,-,-,-,-
chao1239,-,p,-,-,-,h,-,-,-,a,-,-,-,-,-,i,-,-,-,-,-,-
chao1239,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-
chao1239,-,-,-,-,-,h,-,u,-,a,-,-,-,-,-,i,-,-,-,-,-,-
oldc1244,-,-,-,-,-,7,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-
