language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
haka1240,-,v,-,-,o,o,-,k,-,-,-
lush1249,-,s,-,-,-,a,-,N,-,a,l
lush1249,-,v,-,-,-,a,w,k,-,-,-
karb1241,-,p,-,h,a,a,-,k,-,-,-
khal1275,-,p,-,o,-,o,-,-,-,-,-
thul1246,-,b,-,w,-,a,-,-,-,-,-
kulu1253,-,b,-,-,-,o,-,-,-,-,-
bahi1252,-,p,-,-,-,o,-,-,-,-,-
limb1266,-,p,-,h,-,a,-,k,-,-,-
bant1281,-,b,-,-,-,a,-,k,-,-,-
chep1245,-,p,-,y,-,a,-,k,-,-,-
wayu1241,-,p,-,-,-,u,-,k,-,-,-
lash1243,-,v,-,-,-,u,-,7,-,-,-
zaiw1241,-,v,-,-,-,a,-,7,-,-,-
maru1249,-,v,-,-,-,o,-,7,-,-,-
pela1242,-,v,-,-,-,a,-,7,-,-,-
acha1249,-,-,-,-,-,o,o,7,-,-,-
nucl1310,-,w,-,-,-,E,-,7,-,-,-
lisu1250,o,v,-,-,-,E,-,-,-,-,-
drun1238,-,w,-,-,-,o,-,7,-,-,-
japh1234,-,p,-,-,-,a,-,X,-,-,-
situ1238,-,p,-,-,-,o,-,k,-,-,-
zhab1238,-,v,-,-,-,a,-,-,-,-,-
amdo1237,-,h,-,-,-,a,-,k,-,-,-
amdo1237,-,h,-,-,-,a,-,X,-,-,-
kham1282,p,h,-,-,-,o,-,7,-,-,-
tsha1245,p,h,-,-,-,a,-,k,p,a,-
rong1264,-,s,-,u,N,3,-,r,-,-,-
gahr1239,p,h,-,-,-,a,-,k,-,-,-
idum1241,-,b,i,l,-,i,-,-,-,-,-
diga1241,-,b,u,l,i,o,-,i,-,-,-
boka1249,-,-,3,y,-,3,-,k,-,-,-
garo1247,-,w,-,-,-,a,-,k,-,-,-
rabh1238,-,b,-,-,-,a,-,k,-,-,-
hakk1236,t,S,-,-,-,u,-,-,-,-,-
hakk1236,t,s,-,-,-,u,-,-,-,-,-
