language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
haka1240,p,a,-,-,k,h,-,a,t,-,-,-,-
karb1241,-,i,-,-,-,-,-,-,s,-,i,-,-
khal1275,-,-,-,-,t,u,-,u,b,-,o,-,-
thul1246,-,-,-,-,k,-,-,-,-,-,o,-,-
kulu1253,-,-,-,-,-,-,-,i,b,-,u,-,m
bahi1252,-,-,-,-,k,-,-,-,-,-,o,o,N
limb1266,-,-,-,-,t,h,-,i,k,-,-,-,-
bant1281,-,-,-,-,-,-,-,3,k,-,-,-,-
chep1245,-,-,-,-,y,-,-,a,7,-,-,-,-
chep1245,-,-,-,-,y,-,-,a,t,-,-,-,-
wayu1241,-,-,-,-,k,o,-,o,N,p,u,-,-
wayu1241,-,-,-,-,k,o,-,o,l,-,u,-,-
lash1243,-,-,-,-,t,-,-,a,-,-,-,-,-
zaiw1241,-,-,-,-,l,-,-,a,-,-,-,-,-
maru1249,-,-,-,-,t,-,-,a,-,-,-,-,-
pela1242,-,-,-,-,t,-,-,a,-,-,-,-,-
acha1249,-,-,-,-,t,-,-,a,-,-,-,-,-
nucl1310,-,-,-,-,t,-,-,i,7,-,-,-,-
lisu1250,-,-,-,-,t,h,-,i,-,-,-,-,-
drun1238,-,-,-,-,t,-,-,i,7,-,-,-,-
japh1234,-,-,-,-,T,-,-,i,-,-,-,-,-
zhab1238,-,-,-,-,t,-,-,E,-,-,-,-,-
amdo1237,-,h,-,-,t,S,-,3,X,-,-,-,-
amdo1237,-,x,-,-,T,S,-,3,k,-,-,-,-
kham1282,-,-,-,-,t,S,-,i,7,-,-,-,-
tsha1245,-,-,-,-,t,h,o,o,r,-,-,-,-
byan1241,-,-,-,-,t,-,-,i,g,-,E,-,-
rong1264,-,-,-,-,t,-,-,i,g,-,-,-,-
gahr1239,-,-,-,-,t,-,-,i,k,-,i,-,-
idum1241,-,-,-,-,k,h,-,u,n,g,e,-,-
diga1241,-,-,-,-,k,h,-,u,n,-,-,-,-
boka1249,-,a,-,-,k,-,-,e,n,-,-,-,-
garo1247,-,-,-,-,s,-,-,a,-,-,-,-,-
rabh1238,-,g,o,o,s,-,-,a,-,-,-,-,-
hakk1236,-,y,-,i,t,-,-,-,-,-,-,-,-
