language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
haka1240,-,-,-,-,l,-,e,-,-,N,a,-,h,-,-,-,-,-,-
lush1249,-,-,-,-,p,-,a,a,w,n,a,-,h,-,-,-,-,-,-
karb1241,-,-,-,-,h,-,o,o,-,n,-,-,g,-,-,-,-,-,N
khal1275,-,-,-,-,p,-,a,-,-,-,k,-,h,-,-,o,-,-,-
thul1246,-,-,-,-,p,-,a,-,-,-,k,-,h,-,-,a,l,a,m
kulu1253,-,-,-,-,p,-,a,-,-,-,k,-,h,-,-,a,-,-,-
bahi1252,-,-,-,-,w,-,a,-,-,-,-,-,r,-,-,e,-,-,N
bant1281,-,-,-,-,b,-,u,-,-,N,k,-,h,-,-,a,-,-,-
chep1245,-,-,-,-,b,-,a,-,-,-,y,-,h,-,r,3,-,-,-
wayu1241,-,-,-,-,t,o,o,-,-,N,-,-,m,-,-,a,-,-,-
zaiw1241,-,-,-,-,S,-,i,-,-,N,k,a,-,-,-,-,-,-,n
maru1249,-,-,-,-,v,-,3,-,-,-,k,a,-,-,-,u,-,-,N
pela1242,-,-,-,-,v,-,3,-,-,-,k,a,-,-,-,u,-,-,N
acha1249,-,-,-,-,-,-,-,-,-,-,-,a,n,-,-,o,-,-,k
nucl1310,-,-,-,o,p,y,i,-,-,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,b,-,o,-,-,-,s,-,-,-,-,i,-,-,-
drun1238,-,k,-,o,p,-,-,-,-,-,-,-,-,-,-,o,-,-,7
japh1234,-,-,-,u,p,-,-,-,-,-,-,-,S,-,-,i,-,-,-
situ1238,-,w,-,u,p,-,-,-,-,-,-,-,h,-,y,i,-,-,-
zhab1238,-,n,-,u,p,-,-,-,-,-,-,-,-,-,-,i,-,-,-
amdo1237,-,w,-,-,S,-,3,-,-,n,-,-,s,-,-,o,-,-,-
amdo1237,-,-,-,-,S,-,3,-,-,n,t,-,s,-,-,o,-,-,-
kham1282,-,-,-,-,S,-,-,-,-,-,-,-,h,-,-,e,-,-,-
tsha1245,-,t,-,-,S,-,-,-,-,-,-,-,h,-,-,i,-,-,-
byan1241,-,-,-,-,p,-,a,-,-,N,p,-,h,-,-,a,-,-,n
rong1264,-,-,-,-,d,-,a,-,-,g,-,-,-,-,-,a,-,-,r
gahr1239,-,-,-,-,p,-,-,-,-,-,-,-,h,i,l,a,-,-,k
idum1241,-,-,-,-,k,-,o,-,-,N,-,-,b,-,-,o,-,-,N
diga1241,-,-,-,-,-,-,o,-,-,-,-,-,b,-,-,u,-,-,N
boka1249,-,-,-,-,-,-,a,-,-,-,-,-,y,-,-,u,-,-,-
garo1247,-,-,-,-,h,-,a,-,-,7,-,-,g,a,t,e,-,-,-
rabh1238,-,-,-,-,b,-,a,-,-,-,-,-,z,-,-,i,-,-,N
hakk1236,-,l,o,o,p,-,o,-,-,-,-,-,-,-,-,E,-,-,-
hakk1236,t,s,-,-,h,-,u,-,-,t,-,-,m,-,-,E,-,-,n
