language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
haka1240,-,-,-,-,-,-,p,-,u,u,u,p,-,u,-,-,-,t,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,m,-,a,-,-,-,n,-,-
lush1249,-,-,-,-,-,-,t,-,-,-,-,S,-,e,-,-,-,l,-,h
karb1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,u,m
khal1275,-,-,-,g,h,-,g,-,-,-,h,r,-,i,-,-,k,t,-,-
thul1246,-,-,-,-,p,-,h,-,-,-,-,-,-,o,-,-,o,p,-,-
kulu1253,-,-,-,-,-,-,l,-,-,-,-,-,-,a,m,m,a,-,-,-
bahi1252,-,-,-,-,-,-,d,-,-,-,-,z,-,a,-,-,-,t,-,-
limb1266,-,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,t,t,-,-
bant1281,-,-,-,-,-,-,k,-,-,-,-,-,-,3,-,-,k,t,-,-
chep1245,-,-,-,-,-,-,d,-,-,-,-,-,-,i,n,-,-,7,-,-
wayu1241,-,-,-,-,-,-,t,-,-,-,-,s,h,u,-,-,-,t,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,y,-,u,-,-,-,-,-,-
zaiw1241,-,-,-,-,-,-,t,-,-,-,-,s,-,u,-,-,-,i,-,-
maru1249,-,-,-,-,-,-,t,-,-,-,-,s,-,o,-,-,-,i,-,-
pela1242,-,-,-,-,-,-,t,-,-,-,-,s,-,a,-,-,-,p,-,-
acha1249,-,-,-,-,-,-,m,-,-,-,-,Z,-,3,-,-,-,7,-,-
nucl1310,-,-,-,-,-,-,k,-,-,-,-,-,-,o,-,-,-,i,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,e,-,-
drun1238,-,-,-,-,-,-,t,-,-,-,-,-,-,E,-,-,-,n,-,-
japh1234,-,-,-,-,-,n,d,-,-,-,-,-,-,o,-,-,-,-,-,-
situ1238,p,3,r,k,a,n,d,-,-,-,-,Z,-,3,-,-,-,t,-,-
zhab1238,-,-,-,-,o,-,z,-,-,-,-,-,-,i,-,-,-,-,-,-
zhab1238,-,-,-,k,3,S,t,-,-,-,-,-,-,a,-,-,-,-,-,-
amdo1237,-,-,-,-,-,n,d,-,-,-,-,z,-,3,-,-,-,n,-,-
kham1282,-,-,-,-,-,n,d,-,-,-,-,Z,-,u,-,-,-,-,-,-
tsha1245,-,-,-,-,-,-,t,-,-,-,-,s,-,u,-,-,-,N,-,-
rong1264,-,-,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,k,-,-
gahr1239,-,-,-,-,-,-,t,-,-,-,-,s,-,u,-,-,-,m,-,-
idum1241,-,-,-,-,o,-,t,i,-,-,-,-,o,o,-,-,-,-,-,-
diga1241,-,-,-,-,o,-,t,i,o,o,-,r,o,o,-,-,-,-,-,-
boka1249,-,-,-,g,o,o,k,-,-,-,-,b,o,o,-,-,-,m,-,-
garo1247,-,-,-,-,-,-,t,-,-,-,-,-,-,o,-,-,o,m,a,-
rabh1238,-,-,-,-,-,-,k,-,-,-,-,h,-,e,-,-,-,p,-,-
hakk1236,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-
