language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
haka1240,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,l,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,l,-,-,-,-,-
karb1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,v,e,n,g,N
khal1275,p,h,o,s,o,l,-,-,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-
thul1246,p,-,a,s,3,r,-,-,-,-,3,-,-,m,-,-,-,-,-,-,-,-,-,-
kulu1253,w,-,a,-,-,l,-,-,-,-,a,m,-,m,-,-,a,-,-,-,-,-,-,-
bahi1252,p,-,-,h,-,l,-,-,-,-,e,-,-,m,-,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,r,-,i,-,k,-
bant1281,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,3,-,w,-,a,-,-,-
chep1245,p,-,-,h,e,h,p,-,-,-,a,-,-,p,-,-,-,-,-,-,-,-,-,-
wayu1241,b,-,-,-,-,l,o,-,-,-,o,-,-,p,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,s,-,-,-,-,-,-,o,-,-,m,o,o,u,-,-,-,-,-,-,-
zaiw1241,-,-,-,S,-,-,-,-,-,-,o,-,-,m,-,a,u,-,-,-,-,-,-,-
maru1249,-,-,-,S,-,-,-,-,-,-,o,-,-,m,-,-,u,-,k,-,-,-,-,-
pela1242,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,a,u,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,-,-,a,-,-,m,-,-,u,-,i,-,-,-,-,-
nucl1310,-,-,-,N,-,-,-,-,-,-,E,7,-,m,-,w,e,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,e,-,-,m,-,-,u,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,n,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,o,N,-,m,-,-,u,-,n,-,-,-,-,-
japh1234,-,-,-,-,-,t,-,-,-,-,o,-,-,m,-,-,u,-,y,-,-,-,-,-
situ1238,-,-,-,-,-,t,-,-,-,-,o,-,-,m,-,-,N,-,i,-,-,-,-,-
zhab1238,p,-,-,-,-,t,s,i,a,m,o,-,-,m,-,-,o,-,-,-,-,-,-,-
amdo1237,w,-,-,S,a,r,-,-,-,-,-,-,-,p,-,-,3,-,-,-,-,-,-,-
amdo1237,r,-,-,-,-,d,-,-,-,-,-,-,-,Z,-,-,o,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,d,-,-,-,-,-,-,-,Z,-,-,o,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,d,-,-,-,-,-,-,-,Z,-,-,u,-,-,-,-,-,-,-
tsha1245,-,-,-,-,-,d,-,-,-,-,-,-,-,Z,-,-,o,-,-,-,-,-,-,-
byan1241,-,-,-,-,-,r,-,-,-,-,a,N,p,l,-,-,i,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,b,r,-,o,-,-,-
diga1241,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-
garo1247,g,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,a,-,N,-,-,-,-,-
rabh1238,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,3,-,n,-,-,-,-,-
