language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
haka1240,-,-,-,r,-,-,i,-,i,-,-,-,-,-,i,-,-,-,-,-,-
lush1249,-,-,-,r,-,-,-,-,u,-,-,-,-,-,i,-,-,-,-,-,-
karb1241,-,-,a,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
khal1275,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,b,-,-,-,o
thul1246,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,b,-,-,-,a
kulu1253,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,b,-,-,-,o
bahi1252,-,-,g,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a
limb1266,-,-,t,h,-,-,-,-,-,-,-,-,-,-,a,k,p,-,-,-,a
bant1281,-,-,-,m,-,-,-,-,-,-,-,-,-,-,a,k,y,-,-,-,3
bant1281,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,t,d,e,u,r,i
chep1245,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a
wayu1241,-,-,-,n,-,-,-,-,-,-,-,-,-,-,i,-,N,-,-,-,-
lash1243,-,-,-,t,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-
zaiw1241,-,-,-,t,-,-,-,-,u,-,-,-,-,-,i,-,-,-,-,-,-
maru1249,-,-,-,t,-,-,-,-,o,-,-,-,-,-,i,-,-,-,-,-,-
pela1242,-,-,-,t,-,-,-,-,u,-,-,-,-,-,i,-,-,-,-,-,-
acha1249,-,-,-,t,-,-,o,-,o,-,-,-,-,-,i,-,-,-,-,-,-
nucl1310,-,-,-,t,-,-,S,-,o,-,-,-,-,-,o,-,-,-,-,-,-
lisu1250,p,o,o,t,-,-,S,w,o,-,-,-,-,-,o,-,-,-,-,-,-
drun1238,-,-,-,b,-,-,-,-,o,-,-,-,N,r,i,-,-,-,-,-,-
japh1234,-,-,-,t,-,-,u,-,-,-,-,m,b,r,i,-,-,-,-,-,-
zhab1238,-,-,p,t,-,-,S,-,-,-,-,-,-,-,i,-,-,-,-,-,-
amdo1237,-,-,-,t,-,-,h,-,o,o,k,k,w,-,a,-,-,-,-,-,-
amdo1237,-,-,-,r,-,-,n,-,-,-,-,-,-,-,e,-,-,-,-,-,-
amdo1237,-,-,-,t,-,-,h,-,a,-,X,k,w,-,a,-,-,-,-,-,-
kham1282,-,-,-,t,-,-,h,-,o,-,-,-,p,-,a,-,-,-,-,-,-
tsha1245,-,-,-,d,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
byan1241,-,-,y,d,-,-,Z,-,-,-,-,-,-,-,a,N,-,-,-,-,-
rong1264,-,-,-,t,-,-,h,-,a,-,-,g,p,-,a,-,-,-,-,-,-
rong1264,-,-,-,r,3,s,s,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gahr1239,-,-,-,r,a,-,S,-,-,-,-,-,-,-,i,-,-,-,-,-,-
idum1241,-,-,o,t,-,-,S,-,e,-,-,n,b,r,o,-,-,-,-,-,N
diga1241,-,-,-,k,-,-,-,-,o,-,-,-,-,r,u,-,-,-,-,-,i
boka1249,-,-,-,t,-,-,-,-,a,-,-,-,p,-,3,-,-,-,-,-,-
garo1247,-,-,-,d,-,-,-,-,o,o,-,-,-,r,i,-,-,-,-,-,-
rabh1238,-,-,-,p,-,-,-,-,a,-,-,-,-,g,a,-,-,-,-,-,-
hakk1236,-,-,-,s,-,-,-,-,o,o,-,7,m,-,a,-,-,-,-,-,-
hakk1236,-,-,-,s,-,-,-,-,o,o,-,k,m,-,a,-,-,-,-,-,-
