language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
haka1240,-,-,p,-,a,l,i,i,-,-,i,-
lush1249,-,-,p,-,a,l,-,-,-,-,i,-
karb1241,-,-,p,-,h,l,-,-,-,-,i,-
khal1275,-,-,b,h,E,l,-,-,-,-,-,-
thul1246,-,-,b,-,-,l,-,-,-,-,o,-
kulu1253,-,-,-,-,-,l,-,i,t,S,i,-
bahi1252,-,-,-,-,-,l,-,-,-,-,e,-
limb1266,-,-,-,-,-,l,-,i,-,s,i,-
bant1281,-,-,-,-,-,l,-,e,k,k,a,-
chep1245,-,-,p,-,-,l,-,3,-,-,y,-
wayu1241,-,-,b,-,-,l,-,-,-,-,i,-
lash1243,-,-,m,-,-,e,-,-,-,-,i,-
zaiw1241,-,-,m,-,-,y,-,-,-,-,i,-
maru1249,-,-,p,-,-,y,-,-,-,-,i,k
pela1242,-,-,m,-,-,3,-,-,-,-,i,-
acha1249,-,-,m,-,-,-,-,-,-,-,i,-
nucl1310,-,-,-,-,-,l,-,-,-,-,e,-
lisu1250,-,-,-,-,-,l,-,-,-,-,i,-
drun1238,-,o,b,-,-,l,-,-,-,-,i,-
japh1234,k,u,b,-,-,d,-,-,-,-,e,-
situ1238,k,3,w,-,-,d,-,-,-,-,i,-
zhab1238,-,-,-,-,-,d,-,-,-,-,o,-
amdo1237,-,-,-,-,-,Z,-,-,-,-,3,-
amdo1237,-,-,w,-,-,Z,-,-,-,-,3,-
kham1282,-,-,-,-,-,x,-,-,-,-,i,-
tsha1245,-,-,p,-,-,h,-,-,-,-,i,-
byan1241,-,-,p,-,-,-,-,-,-,-,i,-
rong1264,-,-,p,-,-,-,-,-,-,-,i,-
gahr1239,-,-,p,-,-,-,-,-,-,-,i,-
idum1241,k,o,p,-,-,r,-,u,-,-,i,-
diga1241,k,o,p,-,-,r,-,o,-,-,i,-
boka1249,-,a,p,-,-,-,-,-,-,-,i,-
garo1247,-,-,b,-,-,r,-,-,-,-,i,-
hakk1236,-,-,-,-,-,s,-,-,-,-,i,-
