language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
haka1240,-,n,-,-,-,-,-,u,-,k,-,-
lush1249,-,n,-,-,-,-,-,u,-,t,e,e
karb1241,-,m,-,o,-,-,-,o,-,k,-,-
khal1275,-,n,-,-,-,-,-,3,-,s,-,-
thul1246,-,d,-,-,-,-,-,3,-,d,-,3
kulu1253,-,t,-,S,-,-,-,u,-,-,-,-
limb1266,-,n,-,-,-,-,-,u,-,-,-,-
bant1281,-,d,-,-,-,-,-,u,-,d,-,a
chep1245,-,d,-,-,-,-,-,u,-,t,-,-
wayu1241,-,t,-,s,-,-,h,u,x,t,s,u
lash1243,-,n,o,o,-,-,-,u,-,-,-,-
zaiw1241,-,n,-,a,-,-,-,u,-,-,-,-
maru1249,-,n,-,-,-,-,-,u,-,k,-,-
pela1242,-,n,-,a,-,-,-,u,-,-,-,-
acha1249,-,n,-,a,u,t,S,u,-,-,-,-
nucl1310,-,n,o,o,-,-,-,o,-,-,-,-
lisu1250,-,-,-,o,-,t,S,i,-,-,-,-
drun1238,-,n,-,-,-,-,-,u,-,N,-,-
japh1234,-,t,-,u,-,n,-,u,-,-,-,-
situ1238,-,t,-,3,-,n,-,u,-,-,-,-
zhab1238,-,n,-,3,-,n,-,3,-,-,-,-
amdo1237,-,n,-,3,-,m,-,E,-,-,-,-
amdo1237,-,n,-,3,-,m,-,a,-,-,-,-
tsha1245,-,n,-,u,-,-,-,-,-,-,-,-
byan1241,-,S,-,i,-,m,-,e,-,-,-,-
rong1264,-,-,-,a,-,p,-,u,-,-,-,-
gahr1239,-,m,-,a,-,m,-,a,-,-,-,-
boka1249,a,t,-,S,-,-,-,u,-,-,-,-
garo1247,-,s,-,o,-,-,-,o,-,k,-,-
rabh1238,-,n,-,u,-,-,-,u,-,-,-,-
hakk1236,-,n,-,i,-,N,k,u,-,-,-,-
hakk1236,-,l,-,E,-,n,k,u,-,-,-,-
