language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
haka1240,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,a,-,n,-,-,-,-,-,u,-
lush1249,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,a,-,n,-,-,-,-,-,u,-
karb1241,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,o,o,p,-,-,-,-,-,i,-
khal1275,-,-,-,-,-,-,-,t,-,s,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
thul1246,-,-,-,-,-,-,-,d,-,z,-,-,-,-,-,a,u,m,-,-,-,-,-,o,-
kulu1253,-,-,-,-,-,-,-,t,-,S,-,-,h,-,-,a,-,m,-,-,-,-,-,-,-
bahi1252,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,i,-
limb1266,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bant1281,m,-,e,t,s,h,a,t,-,s,-,-,h,-,-,a,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,t,-,S,o,o,7,d,y,a,-,N,-,-,-,-,-,-,-
wayu1241,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,i,-
lash1243,m,y,i,-,-,-,-,t,-,s,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-
zaiw1241,m,y,i,-,-,v,e,t,-,s,-,-,-,-,-,o,-,-,-,-,-,-,-,o,-
maru1249,m,y,i,-,-,x,E,t,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
maru1249,-,-,-,-,-,-,-,t,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
pela1242,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
acha1249,-,-,-,-,-,-,-,t,-,s,-,-,-,-,-,a,-,N,-,-,-,-,Z,i,-
nucl1310,-,-,-,-,-,-,-,t,-,8,-,-,-,-,-,o,-,m,-,-,-,-,-,i,-
lisu1250,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,o,-,m,-,-,-,-,-,u,-
drun1238,-,-,-,-,-,-,o,t,-,S,-,-,-,-,-,o,n,m,-,-,-,-,-,o,i
japh1234,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,m,-,-,-,-,-,e,-
situ1238,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,3,-,m,-,-,-,-,-,i,-
amdo1237,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,3,-,m,-,-,-,-,-,o,-
amdo1237,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,3,-,m,-,-,-,-,-,o,-
kham1282,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,o,-,m,-,-,-,-,-,u,-
tsha1245,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,a,-,m,-,-,-,-,-,i,n
byan1241,-,-,-,-,-,-,-,t,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,e,-
rong1264,-,-,-,-,-,-,-,t,-,S,-,-,-,-,-,a,-,m,-,-,-,-,-,a,-
gahr1239,-,-,-,-,-,-,-,t,-,s,-,-,-,-,-,a,-,m,-,-,-,-,-,e,t
idum1241,-,-,-,-,-,-,-,7,a,y,-,-,-,-,-,o,-,N,-,-,-,-,-,-,-
diga1241,-,-,-,-,-,-,-,-,o,y,-,-,-,-,-,o,-,N,-,-,-,-,-,-,-
boka1249,-,-,-,-,-,-,-,h,o,-,-,-,-,-,-,o,-,m,-,-,-,-,-,3,-
garo1247,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,-,m,e,T,h,t,s,i,k
hakk1236,m,o,E,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-
hakk1236,m,o,i,-,-,-,-,t,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-
