language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
khal1275,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-
thul1246,-,-,-,-,-,-,-,-,-,s,-,-,i,s,i,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-
bahi1252,-,-,-,-,-,-,-,-,-,h,-,-,i,s,i,-,-,-
limb1266,m,a,-,k,-,-,k,-,-,h,-,-,-,-,i,-,-,-
bant1281,-,-,-,-,-,-,-,-,-,h,-,-,-,-,3,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,w,-,-,-,-,i,-,-,-
wayu1241,-,-,-,-,-,-,-,-,-,y,-,-,-,-,i,-,-,-
oldb1235,-,-,-,-,-,-,-,-,-,s,-,-,u,-,y,h,-,-
nucl1310,-,-,-,-,-,-,t,-,-,8,-,-,w,-,e,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,s,-,-,u,-,i,-,-,-
zaiw1241,-,-,-,-,-,-,-,-,-,s,-,-,u,-,i,-,-,-
maru1249,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-
pela1242,-,-,-,-,-,-,-,-,-,s,-,-,u,-,i,-,-,-
xian1249,-,-,-,-,-,-,-,-,-,s,-,-,u,-,i,-,-,-
acha1249,-,-,-,-,-,-,-,-,-,s,-,-,u,-,i,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,s,-,-,-,-,i,-,-,-
jing1260,-,-,-,-,-,-,-,-,-,s,-,-,a,-,i,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,S,-,-,u,-,i,-,-,-
haka1240,-,-,-,-,-,-,t,-,-,h,-,-,-,-,i,-,i,-
lush1249,-,-,-,-,-,-,t,-,-,h,-,-,-,-,i,s,e,n
lush1249,-,-,-,-,-,-,t,-,-,h,-,-,-,-,i,-,-,-
ukhr1238,-,-,-,-,-,-,7,a,-,S,-,-,-,-,i,-,-,-
karb1241,-,-,-,-,-,-,-,-,-,v,-,-,-,-,i,-,-,-
horp1240,-,-,-,-,-,-,-,-,s,h,-,-,-,-,e,-,-,-
eree1240,-,-,-,-,-,-,-,-,s,-,-,-,-,-,3,-,-,-
japh1234,-,-,-,-,-,-,t,o,s,-,-,-,-,-,e,-,-,-
situ1238,-,-,-,-,-,-,t,o,S,-,-,-,-,-,i,-,-,-
zhab1238,-,-,-,-,-,-,-,-,S,h,-,-,-,-,o,-,-,-
tang1334,-,-,-,-,-,-,-,-,s,y,-,-,-,-,i,-,y,-
byan1241,-,-,-,-,-,-,-,-,-,S,-,-,-,-,i,-,i,-
rong1264,-,-,-,-,-,-,-,-,-,S,-,-,-,-,u,-,i,-
gahr1239,-,-,-,-,-,-,-,-,-,S,-,-,-,-,u,-,-,-
clas1254,-,-,-,-,-,-,k,-,-,h,-,-,r,-,a,-,g,-
amdo1237,-,-,-,-,-,-,T,-,S,h,-,-,-,-,a,-,k,-
amdo1237,-,-,-,-,-,-,t,-,S,h,-,-,-,-,a,-,X,-
utsa1239,-,-,-,-,-,-,t,-,S,h,-,-,-,-,a,-,-,-
kham1282,-,-,-,-,-,-,t,-,S,h,-,-,-,-,o,-,7,-
tsha1245,-,-,-,-,-,-,-,-,-,y,-,-,-,-,i,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,r,u,-
diga1241,-,-,-,-,-,-,-,-,-,x,o,r,u,o,i,-,-,-
boka1249,-,-,-,-,-,-,-,-,-,-,-,-,u,y,i,-,-,-
garo1247,h,a,n,7,T,h,t,-,-,s,-,-,-,-,i,-,-,-
rabh1238,-,-,-,-,-,-,-,-,-,s,-,-,i,-,i,-,-,-
guan1279,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,t,-
hakk1236,-,-,-,-,-,-,-,-,-,S,-,-,-,-,E,-,7,-
hakk1236,-,-,-,-,-,-,-,-,-,h,-,-,-,-,E,-,t,-
beij1235,-,-,-,-,-,-,-,-,-,S,-,-,-,-,i,-,e,-
chao1238,-,-,-,-,-,-,-,-,-,h,-,-,u,-,E,-,7,-
chao1239,-,-,-,-,-,-,-,-,-,h,-,-,u,-,E,-,7,-
oldc1244,-,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,k,-
