language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ngab1239,-,-,-,-,-,-,-,-,-,-,i,-,t,S,a,-,-
bugl1243,-,-,-,-,-,-,h,o,r,-,i,-,-,s,i,-,-
brib1243,-,-,t,-,k,a,b,-,-,-,i,-,-,-,i,-,-
cabe1245,-,-,t,-,k,a,b,-,-,-,i,-,-,-,i,-,-
teri1250,-,-,-,-,-,-,b,u,g,-,u,-,-,-,u,r,-
male1297,L,a,l,a,k,-,-,-,-,-,-,-,-,-,i,-,-
sanb1242,-,-,n,a,k,-,p,-,-,-,-,-,-,-,e,-,-
rama1270,-,a,l,-,-,-,b,-,-,-,-,-,-,-,u,t,-
mala1522,-,-,-,-,g,-,-,-,-,-,-,-,u,m,a,-,-
arhu1242,-,-,-,-,g,-,w,-,-,-,i,o,o,m,3,-,-
pech1241,-,-,-,-,-,-,-,-,-,-,i,-,-,-,i,s,-
cent2150,-,-,-,-,k,u,m,o,r,o,a,-,-,-,a,-,-
bari1297,-,-,t,-,-,-,-,-,-,-,i,-,-,d,u,-,-
maya1285,-,-,-,-,-,-,b,-,-,-,-,-,-,-,i,l,-
ulwa1239,-,-,d,-,-,i,m,-,-,-,u,-,-,-,i,h,-
misk1235,-,-,-,-,-,-,p,-,-,-,y,-,-,-,e,t,a
