language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
ngab1239,t,-,-,-,-,-,-,-,e,-
bugl1243,s,k,-,-,-,-,-,-,e,-
chim1309,l,-,-,-,-,-,-,-,a,-
brib1243,-,i,-,-,-,-,a,-,a,-
cabe1245,s,k,-,-,-,-,a,-,a,-
teri1250,S,k,-,-,-,-,o,-,o,-
male1297,-,k,-,-,-,-,-,-,o,-
sanb1242,-,k,-,-,-,-,-,-,i,-
rama1270,-,k,-,-,-,-,-,-,a,-
cogu1240,-,k,-,-,-,-,-,-,a,-
mala1522,-,k,-,-,-,-,-,-,a,-
arhu1242,e,k,-,-,-,-,-,-,3,-
pech1241,-,y,-,-,-,-,a,-,a,-
cent2150,-,k,w,i,t,t,a,r,a,-
bari1297,a,k,-,-,-,-,-,-,i,-
maya1285,-,k,-,-,-,-,-,-,a,t
ulwa1239,-,k,-,-,-,-,-,-,a,t
misk1235,-,r,-,-,-,-,-,-,a,-
