language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ngab1239,-,-,-,-,-,-,-,-,n,u,-,-,-,-
bugl1243,-,-,-,-,-,-,-,-,t,o,-,-,-,-
chim1309,-,-,-,-,-,p,e,k,r,u,-,-,-,-
brib1243,t,S,i,i,t,S,i,-,-,i,-,-,-,-
cabe1245,t,S,i,i,t,S,i,-,-,i,-,-,-,-
teri1250,-,S,i,i,-,S,i,-,-,i,-,-,-,-
male1297,-,-,a,u,-,s,-,-,-,i,-,-,-,-
sanb1242,-,-,a,t,-,S,-,-,-,u,-,-,-,-
rama1270,t,-,a,u,-,s,-,-,-,u,N,-,-,-
mala1522,k,-,3,n,-,s,-,-,-,i,-,-,-,-
pech1241,-,S,u,u,-,S,u,-,-,u,-,-,-,-
bari1297,-,-,-,-,-,-,-,-,n,u,n,a,b,a
maya1285,-,-,-,-,-,s,u,-,l,u,-,-,-,-
ulwa1239,-,-,-,-,-,s,u,-,l,u,-,-,-,-
misk1235,-,-,-,-,-,y,u,-,l,-,-,-,-,-
