language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
boru1252,-,-,-,-,d,-,Z,a,-,a,N
chim1309,-,-,-,-,-,-,-,u,-,-,k
dora1242,-,-,-,-,-,-,b,o,-,-,t
ngab1239,-,-,-,-,-,-,5,a,-,-,-
bugl1243,-,-,-,-,-,-,h,a,-,i,-
brib1243,-,-,-,-,d,-,Z,a,-,-,-
cabe1245,-,-,-,-,d,-,Z,i,-,-,-
teri1250,-,-,-,-,-,-,-,i,-,i,i
male1297,-,-,-,-,t,-,S,a,-,-,-
sanb1242,-,-,-,-,k,-,-,o,p,e,-
rama1270,-,-,-,-,N,-,w,-,-,-,-
mala1522,-,a,-,-,n,-,g,a,-,-,-
arhu1242,-,a,-,-,7,-,g,-,-,-,-
chib1270,i,o,h,o,t,-,-,3,-,-,-
bari1297,-,a,k,-,s,-,-,a,-,-,-
maya1285,-,-,-,-,d,-,-,i,-,-,-
ulwa1239,-,-,-,-,d,-,-,i,-,-,-
caca1247,-,-,-,-,d,-,-,i,p,a,-
misk1235,-,-,-,-,d,-,-,i,-,-,-
lenc1242,-,-,-,-,t,a,l,i,-,-,-
lenc1243,-,-,-,-,t,a,l,-,-,-,-
pech1241,-,-,-,-,t,o,-,o,-,k,-
