language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ngab1239,-,-,5,-,o,-,-,-,-,-,-
bugl1243,-,-,t,S,i,-,-,-,-,-,-
chim1309,-,-,d,-,i,t,a,k,-,-,e
brib1243,-,-,d,-,i,-,i,7,-,-,-
cabe1245,-,-,d,-,i,-,i,k,L,u,u
teri1250,-,-,d,-,i,-,i,-,-,-,-
male1297,-,-,t,-,i,-,-,-,-,-,-
sanb1242,-,-,t,-,i,-,-,-,-,-,-
rama1270,-,-,s,-,i,-,-,-,-,-,-
cogu1240,-,-,n,-,i,-,-,-,-,-,-
arhu1242,-,-,d,Z,e,-,-,-,-,-,-
pech1241,a,a,s,-,o,-,o,-,-,-,-
bari1297,-,-,s,-,i,m,a,-,-,-,-
maya1285,-,-,w,-,a,-,-,-,s,-,-
ulwa1239,-,-,w,-,a,-,-,-,s,-,-
misk1235,-,-,l,-,i,-,-,-,-,-,-
