language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
boru1252,-,d,-,-,o,o,d,-,-,-,Z,e,-,-,-,-,-,-,e,-,-,-,-,N,-,-,-,-,-
chim1309,-,d,-,-,i,-,-,-,-,-,s,a,-,-,-,7,-,-,a,-,-,-,-,7,-,-,s,-,u
dora1242,-,h,-,-,-,-,-,-,-,-,-,e,-,-,-,b,-,-,i,-,-,-,-,l,-,-,-,-,-
ngab1239,-,b,-,-,-,-,-,-,-,-,r,a,-,-,i,b,-,-,e,-,-,-,-,-,-,-,-,-,-
bugl1243,-,b,-,-,e,-,d,-,-,-,r,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
brib1243,-,-,-,-,u,-,-,-,-,-,-,a,-,-,-,-,-,-,a,-,u,a,a,d,-,-,-,-,-
cabe1245,-,h,-,-,u,-,-,-,-,-,-,a,-,-,-,-,-,-,a,h,u,a,a,d,a,a,L,a,a
teri1250,-,t,i,-,i,-,-,-,-,-,r,a,-,-,-,-,-,-,a,-,-,-,-,k,-,-,s,o,o
male1297,e,p,e,m,e,-,t,a,i,k,L,a,-,-,k,-,-,-,a,-,-,-,-,-,-,-,-,-,-
sanb1242,-,-,-,-,i,-,t,-,-,-,S,e,-,-,k,w,-,-,a,-,-,-,-,-,-,-,-,-,-
rama1270,-,p,-,-,a,-,N,-,-,-,s,a,-,-,k,b,-,-,a,-,i,-,-,k,-,-,-,-,-
cogu1240,-,n,a,-,u,a,n,-,-,g,g,a,-,-,-,b,-,-,a,-,-,-,-,-,-,-,-,-,-
arhu1242,-,-,-,-,i,-,n,-,-,g,g,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-
chib1270,-,h,-,-,i,-,t,-,-,-,y,3,-,-,k,-,-,-,3,-,-,-,-,-,-,-,-,-,-
bari1297,-,k,-,-,o,-,-,-,-,-,b,a,-,-,k,-,-,-,a,-,-,-,-,n,-,-,-,-,i
maya1285,-,w,-,-,a,-,-,-,-,-,y,a,-,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-,-
ulwa1239,-,w,-,-,a,-,-,-,-,-,y,a,k,i,k,-,-,-,i,-,-,-,-,-,-,-,-,-,-
caca1247,-,d,-,-,a,-,m,-,-,-,b,a,-,-,y,-,-,-,a,-,-,-,-,-,-,-,-,-,-
misk1235,-,r,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
lenc1242,t,S,-,-,i,-,-,-,-,-,-,i,-,n,k,-,i,r,a,-,-,-,-,-,-,-,-,-,-
lenc1243,-,s,-,-,-,-,-,-,-,-,-,u,-,n,t,-,i,-,a,-,-,-,-,-,-,-,-,-,-
pech1241,-,p,-,-,o,-,-,-,-,-,-,o,-,-,k,m,a,-,a,-,y,-,-,h,-,-,-,-,-
