language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
ngab1239,-,d,-,-,-,-,o,k,w,o,-,-,d,r,u,-,-,-,-,-
bugl1243,-,t,-,-,-,S,u,g,-,a,-,-,-,g,a,-,-,-,-,-
brib1243,-,t,-,-,-,s,-,-,-,a,-,-,-,-,a,-,-,-,-,-
cabe1245,-,t,-,-,-,s,-,-,-,a,-,-,-,-,a,k,u,u,k,u
teri1250,-,k,o,o,N,z,-,-,-,o,-,-,-,-,o,-,-,-,-,-
male1297,-,-,-,-,-,-,-,-,-,-,-,-,i,L,a,-,-,-,-,-
sanb1242,-,-,-,-,-,s,-,-,-,a,-,-,i,l,a,-,-,-,-,-
rama1270,-,-,-,-,-,-,-,-,-,-,-,-,u,l,i,-,-,-,-,s
mala1522,-,-,-,-,-,S,-,-,-,-,-,-,-,-,a,-,-,-,-,-
pech1241,u,u,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cent2150,-,-,-,-,-,-,-,-,-,a,n,a,a,r,a,-,-,-,-,-
bari1297,-,k,-,-,-,-,-,-,-,a,-,-,-,t,u,-,-,-,-,-
maya1285,-,-,-,-,-,-,-,-,-,-,-,-,-,b,a,-,-,-,-,s
ulwa1239,-,-,-,-,-,-,-,-,-,-,-,-,-,b,a,-,-,-,-,s
misk1235,-,t,-,-,-,-,-,-,-,a,-,-,-,w,a,-,-,-,-,-
