language,x1,x2,x3,x4,x5,x6,x7,x8
boru1252,k,-,u,a,-,-,a,-
chim1309,k,-,u,-,-,-,-,-
dora1242,k,-,u,-,-,-,-,-
ngab1239,k,-,u,-,-,-,-,-
bugl1243,k,-,u,-,-,-,-,-
brib1243,k,-,u,-,-,-,u,-
cabe1245,k,-,u,-,-,-,u,-
teri1250,k,h,u,-,-,-,u,N
male1297,k,-,u,-,-,-,-,-
sanb1242,k,-,u,-,-,-,-,-
rama1270,k,-,u,-,-,-,N,-
cogu1240,k,-,u,i,-,-,i,-
mala1522,s,-,-,a,n,z,e,-
arhu1242,k,-,u,-,-,-,-,-
chib1270,k,-,u,-,-,-,e,-
bari1297,k,-,u,-,-,-,-,-
maya1285,-,-,u,b,-,-,a,k
ulwa1239,-,-,u,b,-,-,a,k
caca1247,r,-,u,-,-,-,-,-
misk1235,k,-,u,-,-,-,a,-
lenc1242,t,-,e,m,-,-,-,-
lenc1243,t,-,e,m,-,-,-,-
pech1241,-,-,u,-,-,-,u,-
