language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ngab1239,-,-,-,b,-,u,-,-,-,-,-,-,-
bugl1243,-,-,-,b,-,o,-,k,-,-,-,e,-
chim1309,-,-,-,b,-,u,-,h,-,-,n,a,-
brib1243,-,-,-,b,-,u,-,-,-,-,-,-,-
cabe1245,-,-,-,b,-,o,-,-,-,-,-,-,-
teri1250,-,-,-,b,u,u,-,-,-,-,-,-,-
male1297,-,-,-,p,a,u,N,k,-,-,-,a,-
sanb1242,-,-,-,p,-,o,-,-,-,-,-,-,-
rama1270,-,-,-,p,-,u,-,k,-,-,s,a,k
mala1522,-,-,-,m,-,o,-,w,-,-,-,a,-
pech1241,-,-,-,p,-,o,-,-,-,-,-,o,k
cent2150,-,-,-,b,-,u,-,k,k,a,y,a,-
bari1297,i,s,a,m,-,i,-,-,-,-,-,-,-
maya1285,-,-,-,b,-,u,-,-,-,-,-,-,-
ulwa1239,-,-,-,b,-,u,-,-,-,-,-,-,-
misk1235,-,-,-,w,-,a,-,l,-,-,-,-,-
