language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ngab1239,-,-,-,-,-,t,u,-,-,-,-,-,-,d,r,o,-
bugl1243,-,-,-,-,-,k,w,-,-,-,-,-,-,i,r,a,-
chim1309,-,-,-,-,-,k,u,-,-,-,-,-,-,a,-,a,7
brib1243,-,-,-,-,-,k,u,-,-,-,-,-,-,-,-,u,7
cabe1245,-,-,-,-,-,k,u,-,-,-,-,-,-,-,-,u,-
teri1250,k,h,e,e,r,k,u,-,-,-,-,-,-,o,-,o,-
male1297,-,-,-,-,-,k,u,-,-,-,-,-,-,-,-,-,-
sanb1242,-,-,-,-,-,k,w,-,-,a,-,-,p,i,n,i,-
rama1270,-,-,-,-,-,k,u,-,-,-,-,-,p,-,-,-,-
cogu1240,-,-,-,-,-,h,u,-,-,a,a,n,g,a,l,a,-
mala1522,-,-,-,-,-,k,o,-,-,-,-,n,g,3,r,a,-
arhu1242,-,-,-,-,-,k,o,r,r,i,-,7,g,3,n,3,-
pech1241,-,-,-,-,-,-,u,-,-,u,-,-,w,a,-,a,-
bari1297,-,-,-,-,-,k,o,-,-,-,-,-,b,-,-,e,-
maya1285,-,-,-,-,-,t,u,-,-,-,-,-,-,-,-,-,-
ulwa1239,-,-,-,-,-,t,u,-,-,-,-,-,-,-,-,-,-
misk1235,-,-,-,-,-,t,w,-,-,-,-,-,-,i,s,a,-
