language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
ngab1239,-,-,-,-,-,-,-,d,e,u,-,-,-,-,-,-,-,-,-
bugl1243,-,-,N,a,-,h,e,r,e,-,-,-,-,-,-,-,-,-,-
brib1243,-,-,d,a,d,Z,e,-,e,u,-,e,-,-,-,e,-,-,-
cabe1245,-,-,t,a,-,-,-,-,-,u,-,i,-,-,-,i,d,a,a
teri1250,S,-,k,-,-,-,-,-,-,-,-,i,-,-,-,i,-,-,-
male1297,-,-,t,-,-,-,-,-,i,u,r,i,k,-,-,a,-,-,-
sanb1242,m,u,t,-,-,-,-,-,-,-,-,i,k,-,-,i,-,-,-
rama1270,-,-,k,-,-,-,-,-,-,-,-,i,k,-,-,-,-,-,-
mala1522,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-
pech1241,-,-,k,a,-,-,-,-,-,-,-,a,k,-,a,a,-,-,-
bari1297,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,e,-,-,-
maya1285,-,-,p,-,-,-,-,-,-,-,-,u,k,-,t,a,-,-,-
ulwa1239,-,-,p,-,-,-,-,-,-,-,-,u,k,-,-,a,-,-,-
misk1235,-,-,t,-,-,-,-,-,-,-,-,i,h,m,y,a,-,-,-
