language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
ngab1239,-,-,-,-,-,-,r,-,-,-,i,-,k,-,-,-,e,-,-
bugl1243,-,-,-,-,-,-,t,-,-,-,i,-,g,-,-,-,a,-,-
chim1309,-,-,-,-,-,-,d,Z,e,m,e,-,k,e,n,t,a,-,-
brib1243,-,-,-,-,-,-,s,-,-,-,-,-,k,-,-,-,e,-,-
cabe1245,-,-,-,-,-,-,s,-,-,-,-,-,k,-,-,-,e,-,-
teri1250,-,-,-,-,-,-,S,-,-,-,-,-,k,-,-,-,i,i,N
male1297,-,-,-,-,o,-,t,-,-,-,i,-,N,-,-,-,-,-,-
sanb1242,-,-,-,-,a,-,t,-,-,-,a,-,l,-,-,-,e,-,-
rama1270,k,w,i,k,i,s,t,-,-,-,a,-,r,-,-,-,-,-,-
cogu1240,-,h,-,-,a,t,t,S,-,-,i,-,g,u,-,-,a,-,-
mala1522,-,-,-,-,3,h,t,S,-,-,i,-,g,u,-,-,a,-,-
pech1241,-,-,-,-,o,-,o,-,-,-,-,-,k,-,-,-,i,-,-
cent2150,-,-,-,-,e,s,s,-,-,-,i,-,-,-,-,-,a,-,-
bari1297,-,-,-,-,-,-,-,-,-,-,-,-,k,o,b,-,a,-,-
maya1285,-,-,-,-,-,-,s,-,-,-,i,n,k,-,-,-,a,-,-
ulwa1239,-,-,-,-,-,-,s,-,-,-,i,n,k,-,-,-,a,-,-
misk1235,-,m,-,-,a,t,s,-,-,-,i,-,p,-,-,-,-,-,-
