language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
ngab1239,d,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
bugl1243,5,-,-,-,-,o,m,e,t,-,-,-,-,r,-,-,a,-
brib1243,d,-,-,-,-,a,-,-,t,-,-,-,-,s,i,-,i,7
cabe1245,d,-,-,-,-,a,-,-,t,-,-,-,-,s,i,-,i,-
teri1250,-,-,-,-,-,-,-,-,-,-,-,-,-,S,u,o,o,N
male1297,t,-,-,-,-,-,-,-,i,-,-,-,o,k,-,-,a,-
sanb1242,-,-,-,-,-,-,-,-,m,-,-,-,o,l,-,-,a,-
rama1270,-,-,-,-,-,-,-,-,k,-,-,-,a,l,-,m,a,-
cogu1240,Z,-,-,-,-,a,-,-,k,u,-,-,a,-,-,-,a,-
mala1522,m,-,-,-,-,3,-,-,k,3,s,s,a,l,-,-,a,-
arhu1242,m,-,-,-,a,a,-,-,k,-,-,-,-,-,-,-,e,-
pech1241,t,u,u,n,u,u,-,-,k,-,-,-,-,-,-,-,-,-
bari1297,d,-,-,-,-,u,-,-,k,-,-,-,-,s,-,-,a,-
maya1285,-,-,-,-,-,-,-,-,-,-,-,-,a,s,-,n,a,-
ulwa1239,-,-,-,-,-,-,-,-,-,-,-,-,a,s,-,n,a,-
misk1235,-,-,-,-,-,-,-,-,k,w,-,-,a,-,-,l,a,-
