language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
ngab1239,-,-,-,N,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
bugl1243,-,-,-,h,-,-,-,e,-,i,k,-,-,e,-,-,-,-,-,-,-,-,-
chim1309,-,-,-,g,-,-,-,a,r,i,h,N,-,a,-,-,t,-,-,-,-,-,e
brib1243,-,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,t,-,-,s,i,-,i
cabe1245,-,-,-,b,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,s,i,-,i
teri1250,-,-,k,h,-,-,-,-,-,-,-,L,o,o,-,-,t,a,a,r,e,-,N
male1297,-,-,-,L,-,-,-,a,-,-,r,-,-,a,-,-,t,-,-,-,e,n,e
sanb1242,-,-,-,s,-,-,-,u,-,-,-,-,-,i,-,-,t,-,-,-,-,-,i
rama1270,-,-,-,s,-,-,-,u,-,-,m,-,-,a,-,-,-,-,-,-,-,-,-
mala1522,-,-,-,r,i,i,n,u,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-
pech1241,-,-,-,b,-,-,-,a,-,-,-,-,-,a,y,k,t,-,-,-,-,-,i
cent2150,-,-,e,n,-,-,-,a,-,-,-,-,-,a,-,-,r,-,-,-,-,-,a
bari1297,-,a,k,b,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,-,-,3
maya1285,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,y,-,-,-,-,n,i
ulwa1239,y,u,-,h,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-
misk1235,-,-,-,y,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,-,-,-,i
