language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ngab1239,t,-,-,-,-,-,-,i,-,b,-,-,o
bugl1243,s,-,-,-,-,k,-,e,-,k,-,-,e
chim1309,s,-,a,-,-,h,n,i,h,k,-,-,a
brib1243,s,-,e,e,-,s,-,e,-,-,-,-,e
cabe1245,t,-,-,-,-,s,-,e,-,-,-,-,e
teri1250,s,-,e,e,n,t,-,e,-,-,-,-,e
male1297,t,S,i,-,-,t,S,i,-,x,-,-,a
sanb1242,t,-,i,o,-,p,-,i,-,k,-,w,a
rama1270,s,-,a,-,-,-,-,i,-,m,-,-,a
cogu1240,S,-,u,i,-,-,-,i,-,z,a,l,a
mala1522,s,-,-,-,-,-,-,-,-,-,-,-,e
arhu1242,k,-,3,-,-,-,-,-,-,k,a,w,a
pech1241,s,-,a,a,-,-,-,y,-,w,a,-,a
bari1297,t,-,-,-,-,-,-,-,-,-,-,-,e
maya1285,s,-,a,-,-,N,n,i,-,-,-,-,-
ulwa1239,r,-,-,-,-,-,-,i,p,k,-,-,a
misk1235,k,-,a,-,-,h,-,u,l,-,-,-,a
