language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
boru1252,-,-,-,-,u,-,-,-,-,-,-,i,i,-
chim1309,-,-,-,-,w,-,-,-,-,-,-,i,-,-
ngab1239,g,-,-,-,a,-,-,r,-,-,-,e,-,-
bugl1243,-,-,-,-,u,-,-,5,-,-,-,e,-,-
brib1243,-,-,-,-,u,x,-,t,S,-,-,e,-,-
cabe1245,h,-,-,-,u,-,-,d,Z,-,-,e,-,-
teri1250,h,-,m,i,i,-,-,d,i,-,-,i,-,-
male1297,-,-,-,-,u,-,-,r,a,x,-,e,-,-
sanb1242,-,-,-,-,w,-,-,-,i,s,-,i,-,-
rama1270,N,-,-,-,w,-,-,-,-,-,-,a,-,-
cogu1240,a,-,-,-,k,-,-,S,i,h,-,i,-,-
mala1522,a,-,-,-,g,o,-,n,i,h,k,u,-,-
chib1270,m,-,-,-,u,-,-,k,a,n,-,-,-,-
bari1297,-,-,-,-,-,-,-,k,a,m,-,a,-,-
cent2150,-,-,-,-,i,s,t,t,-,-,-,i,-,-
maya1285,-,-,-,d,a,-,-,k,-,-,-,a,-,-
ulwa1239,k,a,N,l,a,-,-,w,-,-,-,a,-,-
caca1247,-,-,-,-,-,-,-,b,-,-,-,i,-,-
misk1235,-,-,-,-,-,-,-,n,-,-,-,u,-,-
lenc1242,-,-,-,-,-,-,-,t,-,-,-,i,-,-
lenc1243,-,-,-,-,-,-,-,t,-,-,-,i,-,s
pech1241,-,-,-,-,a,a,-,r,-,-,-,i,i,r
