language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
boru1252,-,-,s,-,-,-,-,r,u,-,u,t,-,-,-
dora1242,-,-,s,-,-,-,-,h,i,-,i,-,-,-,-
ngab1239,-,-,b,-,-,-,-,l,-,-,u,-,-,-,-
bugl1243,-,-,h,-,-,-,-,r,-,-,a,-,-,-,-
brib1243,-,-,-,-,-,-,-,d,-,-,u,k,a,a,-
cabe1245,-,-,-,u,-,u,u,d,k,-,u,-,a,a,-
teri1250,-,k,h,o,-,o,-,l,-,-,o,-,-,o,N
male1297,-,-,L,u,-,-,-,t,-,-,u,-,-,-,-
sanb1242,-,-,t,u,-,-,-,t,-,-,u,-,-,-,-
rama1270,-,-,-,u,-,-,-,r,-,-,u,k,-,-,-
mala1522,-,-,-,-,-,-,-,S,o,m,a,-,-,-,-
arhu1242,-,-,t,i,n,s,-,s,a,n,a,-,-,-,-
chib1270,-,-,-,u,-,-,-,b,-,-,a,-,-,-,-
bari1297,-,-,s,u,-,-,-,d,-,-,u,-,-,-,-
maya1285,-,-,p,u,-,-,-,l,-,-,u,-,-,-,-
ulwa1239,-,-,p,u,-,-,-,l,-,-,u,-,-,-,-
caca1247,-,-,b,a,-,-,-,s,-,-,-,-,-,-,-
misk1235,-,-,t,a,-,-,-,N,-,n,i,-,-,-,-
lenc1242,-,-,S,i,-,-,-,l,-,-,a,-,-,-,-
lenc1243,-,-,s,u,-,-,-,n,-,-,a,-,-,-,-
pech1241,a,w,h,a,-,-,-,-,-,-,a,-,-,-,-
