language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
ngab1239,-,-,-,-,-,-,-,-,-,-,r,-,o,r,-,o,-
bugl1243,s,-,-,-,-,i,-,-,-,-,r,-,o,s,k,a,-
brib1243,k,-,-,u,L,i,-,-,i,7,-,-,-,-,-,-,-
cabe1245,k,-,-,u,l,i,-,-,i,-,-,-,-,-,-,-,-
teri1250,b,-,-,-,-,i,-,-,i,N,d,-,o,-,-,o,-
male1297,-,-,-,-,-,-,-,k,-,-,-,-,o,l,-,o,-
sanb1242,t,-,-,-,-,u,-,k,a,-,r,w,a,l,-,a,-
rama1270,k,-,-,-,-,i,N,k,a,-,-,-,-,t,-,-,-
pech1241,t,a,a,w,-,a,-,-,-,-,-,-,a,s,a,a,-
bari1297,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-
maya1285,d,-,-,-,-,i,-,-,-,-,m,-,-,-,-,a,k
ulwa1239,-,-,-,-,-,-,-,-,-,-,m,-,a,m,-,a,k
misk1235,-,-,-,-,-,-,-,-,-,-,n,-,a,n,-,a,-
