language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
ngab1239,-,N,-,-,w,-,-,-,-,-,e,-,5,-,e,-,-,-,-
bugl1243,-,-,-,-,h,-,-,-,-,-,u,t,r,-,e,-,-,-,-
chim1309,-,-,-,-,s,-,-,-,o,m,o,-,t,-,u,-,-,-,-
brib1243,-,-,-,-,s,-,a,d,u,-,u,-,d,u,u,-,-,-,-
cabe1245,-,-,-,-,s,-,a,d,u,-,u,-,-,u,u,-,-,-,-
teri1250,-,p,-,-,L,-,-,-,u,-,u,-,r,u,u,n,-,-,-
male1297,-,-,-,-,Z,-,a,k,i,p,a,-,l,a,i,N,-,a,-
sanb1242,-,-,-,-,s,-,-,-,i,p,-,-,-,-,u,-,-,-,-
rama1270,-,-,-,-,-,-,-,-,-,p,-,-,l,-,u,m,-,a,-
cogu1240,-,-,-,-,-,-,a,-,b,b,u,-,t,S,i,-,-,-,-
mala1522,-,-,-,-,-,-,a,-,m,b,3,-,n,S,i,-,-,-,-
pech1241,-,-,-,-,k,a,a,-,-,b,i,-,-,-,i,s,a,a,s
cent2150,k,w,a,a,s,-,a,-,-,y,-,-,r,-,o,-,-,-,-
bari1297,-,-,-,-,-,-,-,-,-,b,a,-,t,-,i,-,-,-,-
maya1285,-,-,-,-,-,-,-,-,-,p,i,h,n,-,i,-,-,-,-
ulwa1239,-,-,-,-,-,-,-,-,-,p,i,h,k,-,a,-,-,-,-
misk1235,-,-,-,-,-,-,-,-,-,p,i,h,n,-,i,-,-,-,-
