language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
ngab1239,-,-,-,k,o,m,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bugl1243,-,-,-,-,-,m,e,n,-,-,-,-,-,-,-,-,-,-,o,-,-
chim1309,-,-,-,d,-,Z,o,t,-,-,-,-,-,-,-,-,-,-,a,-,-
brib1243,-,-,-,s,u,L,u,-,-,-,-,-,-,-,-,-,-,-,u,-,-
cabe1245,-,-,-,s,a,L,u,i,-,-,-,-,-,-,-,-,-,-,i,-,-
teri1250,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,o,-,-
male1297,e,m,e,k,-,-,o,k,-,-,a,-,r,-,i,N,-,-,a,-,-
sanb1242,-,-,i,t,S,-,a,k,-,w,a,-,-,-,-,k,w,-,a,-,-
rama1270,-,-,-,k,w,-,a,h,-,-,a,-,l,-,-,-,-,-,a,-,-
mala1522,-,-,-,-,u,n,a,n,d,u,a,-,n,e,e,k,-,-,a,-,-
arhu1242,-,-,-,d,u,n,a,7,-,-,-,-,n,e,i,k,-,-,a,-,-
pech1241,-,-,-,-,w,-,a,-,-,-,a,-,r,-,-,k,w,a,a,-,-
cent2150,-,-,-,-,-,-,a,y,-,b,a,t,r,-,-,-,-,-,o,-,-
bari1297,-,-,-,-,-,-,a,t,-,-,a,-,-,-,-,k,-,-,a,s,u
maya1285,-,-,-,d,-,-,u,t,-,-,-,-,-,-,-,n,-,-,i,-,-
ulwa1239,-,-,-,d,-,-,u,t,-,-,-,-,-,-,-,k,-,-,a,-,-
misk1235,-,-,-,s,a,-,w,r,-,-,-,-,-,-,-,-,-,-,a,-,-
