language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
boru1252,d,-,Z,-,-,i,-,-,-,-,-,i,N,-,-,-
dora1242,-,-,k,-,-,i,s,-,-,-,-,i,-,-,-,-
ngab1239,-,-,N,-,-,i,-,-,-,-,-,-,-,-,-,-
bugl1243,-,-,g,-,w,i,-,-,-,-,-,-,-,-,-,-
brib1243,-,-,-,-,-,i,-,-,-,-,-,i,-,-,-,-
cabe1245,-,-,h,-,-,i,-,-,-,-,-,i,-,-,-,-
teri1250,-,-,S,-,t,o,-,-,-,-,-,o,-,-,-,-
male1297,k,a,r,a,k,i,-,-,-,-,-,-,-,-,-,-
sanb1242,-,-,n,u,s,u,-,-,-,-,-,-,-,-,-,-
rama1270,b,i,r,-,-,u,-,-,-,-,-,-,-,-,-,-
cogu1240,-,-,Z,-,-,i,-,-,-,-,-,-,-,-,-,-
mala1522,-,-,d,-,-,i,-,-,-,-,-,-,-,-,-,-
arhu1242,-,-,z,-,-,i,-,-,-,-,-,-,-,-,-,-
chib1270,t,-,s,-,-,i,-,-,n,-,-,a,-,-,-,-
bari1297,-,-,-,-,-,i,S,a,n,a,b,a,-,-,-,-
cent2150,-,-,r,-,-,i,-,-,m,y,y,a,-,-,-,-
maya1285,-,-,b,a,b,i,-,-,l,-,-,-,-,-,-,-
ulwa1239,-,-,b,-,-,i,-,-,l,-,-,-,-,-,-,-
caca1247,-,-,b,-,-,i,-,-,l,-,-,-,-,-,-,-
misk1235,-,-,l,-,-,i,-,-,w,-,-,-,-,-,-,a
lenc1242,t,-,s,-,-,i,-,-,-,-,-,i,t,s,a,a
lenc1243,-,-,s,-,-,u,-,-,r,-,-,u,-,-,-,-
pech1241,-,-,w,-,-,i,-,i,7,-,-,-,-,-,-,-
