language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
ngab1239,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,-,r,-,-,u,n,e,-,-
bugl1243,-,-,-,-,h,-,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,e,-,-
chim1309,-,-,-,-,s,-,-,-,-,i,-,h,t,-,-,-,t,-,-,-,-,u,-,-
brib1243,-,-,-,-,d,-,-,-,-,a,-,-,L,o,o,-,L,-,-,o,-,o,-,-
cabe1245,-,-,-,-,d,-,-,-,-,o,-,-,L,o,o,-,d,-,-,a,-,a,-,-
teri1250,-,-,-,-,-,-,-,-,-,-,-,-,s,o,o,k,s,-,-,i,-,i,-,-
male1297,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,t,S,u,l,i,-,i,N,a
sanb1242,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,t,S,-,-,-,-,i,-,-
rama1270,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,N,a
cogu1240,-,-,-,-,-,-,-,-,-,a,-,b,b,-,a,k,s,-,-,-,-,u,-,-
mala1522,-,-,-,-,-,-,-,-,-,a,-,-,m,-,3,k,S,-,-,-,-,i,-,-
arhu1242,-,-,-,-,t,w,i,-,k,a,-,-,w,-,a,-,-,-,-,-,-,-,-,-
pech1241,-,-,-,-,s,-,-,-,-,a,a,w,n,-,-,k,w,-,-,-,-,a,-,-
cent2150,-,-,-,-,t,-,i,k,k,a,-,-,y,-,-,-,-,-,-,-,-,a,-,-
bari1297,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-
maya1285,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,n,-,-,-,-,-,i,-,-
ulwa1239,b,a,r,a,s,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-
misk1235,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,k,s,-,-,-,-,a,-,-
