language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
ngab1239,-,-,-,-,t,u,-,-,-,-
bugl1243,-,-,-,-,t,i,-,e,-,-
chim1309,-,-,-,-,t,u,-,-,-,-
brib1243,-,-,-,-,s,u,-,-,-,-
cabe1245,-,-,-,-,s,u,-,-,-,-
teri1250,-,-,-,-,-,i,-,i,k,-
male1297,-,-,-,-,k,u,-,a,k,i
sanb1242,-,-,-,-,t,-,-,a,k,e
rama1270,-,-,-,-,s,u,-,-,N,-
cogu1240,-,-,-,-,t,u,-,-,-,-
mala1522,-,-,-,-,t,u,u,a,-,-
pech1241,-,-,-,-,S,a,-,a,7,-
cent2150,-,i,s,t,t,i,-,-,-,-
bari1297,m,a,-,-,d,i,-,-,-,-
maya1285,-,-,-,-,t,a,-,-,l,-
ulwa1239,-,-,-,-,t,a,-,-,l,-
misk1235,-,-,-,-,k,a,-,-,y,k
