language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
boru1252,-,-,-,-,-,-,S,o,-,-,o,-,s,a,-,-,-,a,-,-,-,-,t,-
chim1309,-,-,t,-,-,-,S,o,-,N,g,-,r,a,-,g,w,a,-,-,-,-,t,u
dora1242,-,-,-,-,-,-,-,u,-,t,-,-,k,a,-,-,-,a,-,-,-,-,-,-
ngab1239,-,-,-,-,-,-,s,u,-,-,b,-,r,u,-,r,-,e,-,-,-,-,-,-
bugl1243,-,-,-,-,-,-,m,o,-,-,-,-,l,o,-,-,-,i,-,-,-,-,-,-
brib1243,-,-,t,-,-,-,s,i,-,-,k,i,d,i,i,d,i,i,-,-,-,-,-,-
cabe1245,-,-,t,-,-,-,s,i,-,-,k,i,-,-,-,d,i,i,-,-,-,-,-,-
teri1250,-,-,-,-,-,-,S,o,-,-,o,i,n,o,o,r,-,-,-,-,-,-,-,-
male1297,L,a,x,a,r,a,L,u,-,-,t,u,-,i,-,N,-,a,-,-,-,-,-,-
sanb1242,-,-,k,-,-,o,L,o,-,-,k,w,-,-,-,-,-,a,-,-,-,-,-,-
rama1270,n,u,k,-,-,-,n,u,-,-,k,-,-,-,-,N,-,a,-,-,-,-,-,-
cogu1240,-,-,k,-,-,a,S,i,-,-,k,u,a,a,-,m,-,a,-,-,-,-,-,-
mala1522,-,-,k,-,-,3,S,-,-,-,k,w,-,a,-,m,-,a,-,-,-,-,-,-
chib1270,-,-,t,-,-,3,b,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-
bari1297,-,-,k,-,-,a,n,i,-,-,k,-,-,-,-,-,-,a,s,i,u,k,d,u
cent2150,-,-,t,-,-,a,-,a,-,-,w,-,-,a,-,y,-,a,-,-,-,-,-,-
maya1285,-,-,l,-,-,a,l,a,-,h,n,-,-,-,-,-,-,i,-,-,-,-,-,-
ulwa1239,-,-,l,-,-,a,l,a,-,h,k,-,-,-,-,-,-,a,-,-,-,-,-,-
caca1247,-,-,m,-,-,a,y,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
misk1235,-,-,l,-,-,a,l,a,l,h,n,-,-,-,-,-,-,i,-,-,-,-,-,-
lenc1242,-,-,k,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lenc1243,-,-,s,-,-,u,n,i,-,n,g,-,-,-,-,-,-,a,-,-,-,-,-,-
pech1241,-,-,s,-,e,e,w,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
