language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ngab1239,-,-,-,5,-,-,u,k,w,-,-,-,o,-
bugl1243,-,-,-,h,-,-,i,t,-,-,-,-,a,-
chim1309,p,-,-,r,-,-,i,m,-,-,-,-,u,-
brib1243,-,-,-,b,-,-,u,-,u,-,u,u,u,-
cabe1245,d,-,-,Z,-,-,u,k,u,-,-,-,u,-
teri1250,-,-,-,-,-,-,i,-,u,-,-,-,u,k
male1297,-,-,-,k,-,-,-,-,u,-,-,-,e,-
sanb1242,-,-,-,s,-,-,-,-,-,-,-,-,o,-
rama1270,a,-,-,b,-,-,-,-,u,-,-,-,N,-
cogu1240,-,-,-,g,-,-,a,-,u,k,s,s,e,i
mala1522,-,-,-,g,-,-,-,-,-,-,-,-,i,e
arhu1242,-,-,-,g,-,-,-,-,-,-,-,-,e,i
pech1241,-,-,-,t,a,a,y,-,w,-,-,a,a,-
bari1297,-,-,-,k,-,-,a,n,-,-,-,-,e,-
maya1285,-,-,-,k,-,-,-,-,-,-,-,-,u,h
ulwa1239,-,-,-,k,-,-,-,-,-,-,-,-,u,h
misk1235,p,a,w,t,-,-,-,-,-,-,-,-,a,-
