language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
ngab1239,-,-,-,-,-,k,-,o,m,i,k,-,e,-,-,-,-,-,-
bugl1243,-,-,-,-,-,g,-,-,-,-,w,-,e,-,-,-,-,d,a
chim1309,-,-,-,-,-,g,-,-,-,-,w,-,a,-,-,-,-,h,-
brib1243,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,t,-
cabe1245,-,-,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,t,-
teri1250,-,-,-,-,-,z,r,u,-,-,-,-,u,-,-,-,-,k,-
male1297,-,-,-,-,-,k,-,-,-,-,u,-,a,-,-,-,-,-,-
sanb1242,o,p,u,r,-,k,-,-,-,-,w,-,e,-,-,-,-,-,-
rama1270,-,m,a,l,i,N,-,-,-,-,-,-,-,-,-,-,-,-,-
cogu1240,-,-,-,-,-,g,-,-,-,-,u,a,a,-,-,-,-,S,-
mala1522,-,-,-,-,-,g,-,-,-,-,w,-,a,-,-,-,-,Z,-
pech1241,-,-,-,-,-,-,-,-,-,-,-,-,a,a,m,a,a,s,-
cent2150,-,-,-,-,-,y,a,a,-,u,w,-,i,-,-,-,-,-,-
bari1297,-,-,-,-,-,-,-,-,-,-,s,-,o,-,-,-,-,-,-
bari1297,-,-,a,-,-,k,-,-,-,-,d,-,u,-,-,-,-,-,-
maya1285,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ulwa1239,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
misk1235,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-
