language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
ngab1239,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-
bugl1243,-,-,-,d,-,-,-,-,a,b,e,r,-,-,-,-,-,e,-
chim1309,-,-,-,k,-,-,-,-,-,-,-,r,-,-,-,-,-,o,-
brib1243,-,-,-,b,-,-,-,-,a,-,a,t,k,-,-,-,-,-,-
cabe1245,-,-,-,b,-,-,-,-,a,-,-,t,s,i,-,-,-,i,-
teri1250,-,-,-,s,-,-,r,i,i,-,-,r,-,i,-,-,-,i,n
male1297,k,a,-,t,-,-,-,-,a,-,-,L,-,i,N,i,N,a,-
sanb1242,k,-,-,-,-,-,-,-,-,-,-,-,-,i,n,i,t,i,-
rama1270,-,-,-,s,-,-,-,-,a,-,-,l,-,-,-,-,-,a,-
cogu1240,-,a,t,s,-,-,-,-,u,-,-,S,-,-,-,-,-,i,-
mala1522,-,3,n,z,-,-,-,-,i,-,-,s,-,-,-,-,-,i,-
arhu1242,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,i,7
pech1241,-,-,-,p,-,-,-,a,a,-,-,w,-,a,-,-,-,a,-
cent2150,-,-,-,b,u,w,w,-,a,-,y,r,-,-,-,-,-,o,-
bari1297,-,-,-,t,u,-,k,d,a,-,-,5,-,-,-,o,-,u,-
maya1285,-,-,-,p,-,-,-,-,a,w,-,n,-,-,-,-,-,i,-
ulwa1239,-,-,-,p,-,-,-,-,a,w,-,k,-,-,-,-,-,a,-
misk1235,-,-,-,p,-,-,-,-,a,w,-,n,-,-,-,-,-,i,-
