language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
ngab1239,-,-,-,-,-,-,-,-,-,o,k,w,o
bugl1243,g,-,-,-,-,w,-,-,-,a,g,w,a
chim1309,-,-,-,-,-,w,-,-,-,a,k,w,a
brib1243,-,u,u,-,u,b,a,-,L,a,-,-,a
cabe1245,-,u,u,-,u,b,a,-,L,a,-,-,a
teri1250,b,o,o,k,u,-,-,-,-,o,-,-,o
male1297,-,-,-,-,-,p,-,-,-,i,L,-,i
sanb1242,-,i,-,-,-,p,-,-,-,i,-,-,a
rama1270,-,u,-,-,-,p,-,-,-,-,-,-,-
mala1522,-,u,-,-,-,m,-,-,-,-,-,-,a
pech1241,-,-,-,-,-,w,-,-,-,a,-,-,a
bari1297,-,-,-,-,-,-,-,-,-,-,-,-,o
maya1285,-,-,-,-,-,m,-,-,-,a,k,p,a
ulwa1239,-,-,-,-,-,m,a,k,d,a,k,-,a
misk1235,-,-,-,-,-,n,-,-,-,a,k,r,a
