language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
ngab1239,-,-,n,-,-,-,u,-,-,-,k,w,-,-,-,-,o,-,-,-
bugl1243,-,-,-,-,-,-,-,-,-,-,-,b,-,d,a,d,a,-,-,-
chim1309,k,i,t,-,-,-,i,-,-,-,k,w,-,-,-,-,i,-,-,-
brib1243,-,-,d,-,-,-,u,-,-,-,-,-,-,-,-,-,u,-,-,-
cabe1245,-,-,d,-,-,-,u,-,-,-,-,-,-,-,-,-,u,-,-,-
teri1250,-,-,s,-,-,-,i,-,-,-,-,-,-,-,i,n,u,a,a,-
male1297,N,i,s,-,-,k,a,-,-,-,k,-,-,-,-,-,a,-,-,-
sanb1242,-,-,s,-,-,-,i,-,-,-,k,w,-,-,-,-,i,-,-,-
rama1270,-,-,s,-,-,-,i,n,s,a,k,-,-,-,-,-,-,-,-,-
cogu1240,-,-,n,-,-,-,u,-,-,-,b,b,-,-,-,-,a,-,-,-
mala1522,-,-,s,-,-,-,u,-,-,-,r,-,-,-,-,-,i,-,-,-
arhu1242,-,-,s,-,-,-,i,-,s,-,s,i,-,-,-,-,o,-,-,-
pech1241,-,-,-,-,-,-,-,-,-,-,k,w,-,-,-,-,a,-,a,s
cent2150,-,-,r,-,-,-,u,-,-,-,w,w,a,s,i,r,a,-,-,-
bari1297,-,-,d,a,n,i,i,-,-,-,k,b,-,-,-,-,i,-,-,-
maya1285,-,-,-,-,-,-,u,-,-,-,h,b,-,-,-,-,i,-,-,n
ulwa1239,-,-,d,-,-,-,i,-,-,-,-,b,-,-,a,k,a,-,-,-
misk1235,p,-,y,-,-,-,a,-,-,-,-,w,-,-,i,r,a,-,-,-
