language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ngab1239,m,r,x,-,r,-,-,-,e,-,-
bugl1243,b,l,i,-,r,-,-,-,e,-,-
brib1243,-,t,S,-,k,-,-,-,a,-,-
cabe1245,-,d,Z,a,k,-,-,-,i,-,-
teri1250,-,-,i,i,-,-,-,-,i,-,-
male1297,-,l,-,a,k,-,-,-,i,-,-
sanb1242,-,-,-,-,k,u,n,-,e,-,-
rama1270,a,l,-,-,t,u,N,w,a,-,-
mala1522,-,Z,-,-,-,-,-,-,a,-,-
pech1241,-,-,-,-,-,-,-,-,a,a,7
cent2150,-,y,a,a,y,-,-,-,i,-,n
bari1297,-,d,-,a,-,-,-,-,a,-,-
maya1285,-,-,-,-,k,-,-,-,a,-,s
ulwa1239,-,-,-,-,k,-,-,-,a,-,s
misk1235,-,-,-,-,p,-,-,-,i,-,-
