language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
boru1252,-,k,i,i,n,k,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-
dora1242,-,p,-,o,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,l
ngab1239,-,m,x,-,t,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bugl1243,-,-,-,-,-,h,a,-,-,-,-,-,-,g,e,-,r,-,-,-,-,-,e,-
brib1243,-,-,-,-,-,p,a,a,-,-,a,a,-,L,i,-,-,-,-,-,-,-,i,-
cabe1245,-,-,-,-,s,p,a,a,n,n,a,-,-,-,-,-,-,-,-,-,-,-,a,-
teri1250,-,-,-,-,t,-,a,-,-,-,-,a,g,L,i,-,-,-,-,-,-,-,i,N
male1297,-,-,-,-,-,L,a,-,-,N,-,a,-,l,u,-,r,-,-,-,-,-,i,-
sanb1242,-,-,-,-,-,p,i,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-
rama1270,a,-,-,-,-,b,i,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,a,-
cogu1240,a,b,-,-,-,b,i,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,a,-
mala1522,a,m,-,-,-,b,3,-,-,-,-,-,-,s,-,-,s,-,-,-,-,-,i,-
chib1270,-,-,-,-,-,b,i,-,-,-,-,-,-,h,i,t,s,-,-,-,-,-,a,-
bari1297,-,-,-,-,-,-,o,-,-,-,-,-,-,k,-,d,-,-,-,-,-,-,o,-
maya1285,-,-,-,-,-,w,i,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,a,m
ulwa1239,-,-,-,-,-,b,a,-,-,-,-,-,-,-,-,-,t,a,k,-,-,-,a,-
caca1247,-,-,-,-,-,m,i,-,-,-,-,-,-,-,-,-,s,i,n,-,-,-,a,n
misk1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,a,y,-,-,-,a,-
lenc1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,u,y,-,-,-,a,-
lenc1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,u,y,-,-,-,a,-
pech1241,-,-,-,-,-,w,a,-,-,-,-,-,-,-,-,-,-,a,y,7,k,a,a,-
