language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
ngab1239,-,-,-,n,x,-,t,-,-,-,a,-,-,-,-,-,-,r,e,-
bugl1243,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,l,e,n
chim1309,b,r,o,n,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-
brib1243,-,-,-,-,p,-,-,-,-,-,o,-,o,-,p,o,-,-,o,-
cabe1245,-,-,-,-,p,-,-,-,-,-,o,-,o,-,-,-,-,-,-,-
teri1250,-,-,-,-,-,-,-,-,-,-,i,d,o,-,-,o,g,L,o,-
male1297,-,-,-,-,-,-,t,-,-,-,i,L,a,-,-,-,-,x,a,-
sanb1242,-,-,-,-,-,-,t,-,-,-,i,n,a,-,-,-,-,-,-,-
rama1270,-,-,-,-,p,-,l,-,-,-,u,s,-,-,-,-,-,b,a,-
cogu1240,-,-,-,-,a,-,l,u,h,u,e,-,-,-,-,-,-,-,e,-
mala1522,-,-,-,-,-,-,Z,-,-,-,i,t,-,-,-,-,-,-,a,-
pech1241,-,-,-,-,-,-,-,-,-,-,a,r,a,-,-,a,-,n,i,-
cent2150,-,-,-,-,b,-,-,-,-,-,u,r,a,a,b,u,-,r,a,-
bari1297,-,-,-,-,b,u,n,-,-,-,u,-,-,-,-,-,-,n,i,-
maya1285,-,-,-,-,b,-,-,-,-,-,u,h,-,-,-,-,-,n,i,-
ulwa1239,-,-,-,-,b,-,-,-,-,-,u,h,-,-,-,-,-,k,a,-
misk1235,-,-,-,-,l,-,-,-,-,-,a,w,-,-,-,-,-,-,a,n
