language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
ngab1239,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
bugl1243,-,-,-,-,m,-,-,-,a,-,-,-,-,-,i,-,-,-,-,-
chim1309,-,-,-,-,m,-,-,-,a,-,-,-,h,n,a,-,-,-,-,-
brib1243,-,-,-,-,b,-,-,-,a,-,d,-,Z,-,a,-,-,-,-,-
cabe1245,-,-,-,-,b,-,-,-,a,-,d,-,Z,-,a,-,-,-,-,-
teri1250,-,-,-,-,m,i,-,-,a,-,-,-,-,-,a,-,-,-,-,-
male1297,-,-,-,-,p,-,-,-,o,-,-,-,-,-,i,-,k,i,r,i
sanb1242,-,-,-,-,p,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
rama1270,-,-,-,-,p,-,-,-,a,-,N,-,s,-,a,-,k,-,-,-
mala1522,-,-,-,-,m,-,-,-,a,i,g,-,w,-,a,-,-,-,-,-
pech1241,-,-,-,-,m,-,-,-,a,-,-,-,-,-,a,y,h,-,-,-
bari1297,-,-,-,-,m,i,k,t,e,n,t,3,k,-,o,-,-,-,-,u
maya1285,-,-,-,-,b,-,-,-,a,-,-,-,s,-,-,-,-,-,-,-
ulwa1239,-,-,-,-,b,-,-,-,a,-,-,-,s,-,-,-,-,-,-,-
misk1235,y,u,m,h,p,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
