language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ngab1239,-,-,k,u,-,b,-,a,r,-,a,-,-,-
bugl1243,-,s,k,u,-,g,-,-,d,-,a,-,-,-
chim1309,-,-,b,u,-,k,-,-,r,-,a,-,-,-
brib1243,-,-,b,-,-,-,-,a,L,-,e,e,k,-
cabe1245,-,-,b,-,-,-,-,a,L,-,e,e,k,-
teri1250,-,-,p,-,-,-,-,-,L,-,a,a,k,-
male1297,-,-,t,u,-,k,-,-,-,-,i,-,-,-
sanb1242,p,u,n,u,-,-,-,-,-,-,-,-,-,-
rama1270,-,-,t,u,-,k,-,-,-,-,-,-,-,-
mala1522,-,-,d,u,S,k,-,3,n,-,a,-,-,-
pech1241,-,-,p,-,-,-,-,-,-,-,a,a,r,-
cent2150,-,-,r,u,s,t,a,a,r,-,a,-,-,-
bari1297,-,-,-,-,-,-,-,a,n,-,-,i,k,u
maya1285,-,-,m,a,-,-,-,-,m,-,a,-,h,-
ulwa1239,-,-,-,u,-,-,-,-,m,-,a,-,h,-
misk1235,-,-,w,a,-,-,-,-,y,k,a,-,-,-
