language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
negi1245,l,a,-,-,m,-,-,-,-,-,-,-,-
hiss1234,l,a,-,-,m,-,-,u,-,-,-,-,-
solo1263,n,a,-,-,m,-,-,u,-,-,-,-,-
kuro1242,l,a,-,-,m,-,-,u,-,-,-,-,-
nana1257,l,a,-,-,m,-,-,o,-,-,-,-,-
nana1257,n,a,-,-,m,-,-,u,-,-,-,-,-
ulch1241,n,a,-,-,m,-,-,o,-,-,-,-,-
orok1265,n,o,-,-,m,-,-,u,-,-,-,-,-
oroc1248,n,a,-,-,m,-,-,o,-,-,-,-,-
udih1248,n,a,-,-,m,-,-,u,-,-,-,-,-
kile1243,l,a,-,-,m,-,-,u,-,-,-,-,-
even1260,n,a,a,X,m,-,-,-,-,-,-,-,-
manc1252,-,-,-,-,m,-,-,3,d,3,r,y,i
manc1252,n,a,-,-,m,-,-,u,-,-,-,-,-
jurc1239,-,-,-,-,m,3,d,3,-,-,-,-,-
xibe1242,-,-,-,-,m,-,-,3,d,3,r,y,-
