language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
oroq1238,t,-,-,u,-,k,-,-,S,-,u,-
hail1248,t,-,-,u,-,k,-,-,s,-,u,-
negi1245,t,-,-,o,-,k,-,-,s,-,o,-
hiss1234,t,-,-,u,-,x,-,-,s,-,u,-
hiss1234,t,-,-,u,-,k,-,-,s,-,u,-
hiss1234,t,-,-,u,-,x,-,-,s,-,u,-
ilim1234,t,-,-,u,-,x,-,-,s,S,u,-
nort3334,t,-,-,u,-,k,-,-,S,-,u,-
solo1263,t,-,-,o,-,-,-,-,S,-,i,-
kuro1242,t,-,-,u,-,-,-,-,s,-,u,-
nana1257,t,-,-,u,-,k,-,-,s,-,3,-
nana1257,t,3,w,3,-,k,-,-,s,-,3,-
ulch1241,t,3,w,3,-,k,-,-,s,-,3,-
orok1265,t,3,w,3,S,k,-,-,-,-,3,-
oroc1248,t,-,-,o,-,q,-,-,s,-,o,-
udih1248,t,-,h,o,-,k,-,-,y,-,e,-
kile1243,t,-,h,u,-,k,-,h,s,-,u,-
even1260,t,-,-,o,-,x,e,t,S,-,i,n
manc1252,t,-,-,u,-,g,-,-,y,-,i,-
jurc1239,t,-,-,u,-,g,-,-,-,-,i,-
xibe1242,t,-,h,u,-,x,-,-,s,-,o,-
