language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
ulch1241,-,a,-,-,-,-,o,-,-,-,-
ulch1241,-,a,-,w,-,-,o,-,-,-,-
nana1257,-,a,-,-,-,-,-,-,-,-,-
nana1257,-,a,-,-,-,-,o,-,-,-,-
nana1257,-,a,q,p,-,-,a,-,n,-,-
nana1257,-,a,-,p,s,-,e,-,n,-,-
nana1257,-,a,-,-,-,-,o,-,-,-,-
orok1265,t,o,r,-,-,-,o,-,-,-,-
orok1265,-,o,-,p,-,-,a,-,t,S,i
orok1265,-,o,q,p,-,-,o,-,n,-,-
oroc1248,-,a,-,-,-,-,-,-,-,-,-
udih1248,k,3,-,p,t,-,3,g,y,-,i
udih1248,k,3,-,p,t,-,3,-,-,-,-
oroq1238,-,u,-,l,-,-,a,-,-,-,-
negi1245,x,u,k,l,-,-,3,-,-,-,-
negi1245,x,u,k,l,-,-,3,-,-,-,-
negi1245,x,u,g,l,-,-,3,-,-,-,-
negi1245,x,u,g,l,-,-,3,-,-,-,-
kile1243,t,u,-,d,-,-,u,-,-,-,-
even1260,d,e,-,s,t,S,i,-,-,-,-
manc1252,d,3,-,d,-,-,u,-,-,-,-
xibe1242,d,u,-,d,-,-,u,-,-,-,-
