language,x1,x2,x3,x4,x5
ulch1241,s,-,u,w,3
ulch1241,s,-,u,-,-
nana1257,s,-,u,-,-
nana1257,s,w,u,w,3
orok1265,S,-,u,-,-
oroc1248,s,-,u,-,-
udih1248,s,-,u,-,-
oroq1238,S,-,u,-,-
negi1245,s,-,u,-,-
kile1243,s,-,u,-,-
even1260,X,-,u,-,-
manc1252,s,-,u,w,3
xibe1242,s,-,o,-,-
