language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
ulch1241,-,-,d,-,-,a,-,-,-,q,-,-,-,a,n,-
nana1257,-,-,d,-,-,a,q,a,n,d,-,-,-,a,-,-
nana1257,-,-,d,-,-,a,-,-,-,q,-,-,-,a,n,-
nana1257,-,-,d,-,-,a,-,-,-,s,q,-,-,o,-,-
nana1257,-,-,d,-,-,a,-,-,-,s,y,-,-,e,-,-
nana1257,-,-,d,-,-,a,-,-,-,s,-,-,-,e,-,-
orok1265,-,-,s,-,-,o,-,-,-,m,-,-,-,-,-,-
orok1265,-,-,d,-,-,o,-,-,-,q,-,-,-,o,n,-
orok1265,-,-,n,-,-,3,-,-,-,m,b,-,-,3,-,-
oroc1248,-,-,n,-,-,3,-,-,-,m,-,-,-,3,-,-
udih1248,-,-,n,-,-,3,-,-,-,m,-,-,-,3,-,-
oroq1238,u,k,t,-,-,a,-,-,-,n,-,-,-,-,-,-
negi1245,-,-,d,-,-,a,-,-,-,s,-,-,-,-,-,-
kile1243,-,-,t,-,-,a,-,-,-,s,-,-,-,i,-,-
even1260,-,-,n,-,-,u,-,-,-,m,n,-,-,e,-,-
even1260,-,-,n,-,-,e,-,-,-,m,n,-,-,e,-,-
even1260,-,-,d,-,-,a,-,-,-,-,-,-,-,a,X,s
manc1252,-,-,-,-,-,3,-,-,-,m,y,i,l,3,-,-
manc1252,-,-,x,u,w,3,-,-,-,d,Z,-,-,3,-,-
manc1252,-,-,d,-,-,a,-,-,-,s,y,-,-,i,-,-
manc1252,-,-,d,-,-,a,-,-,-,l,d,-,-,a,-,-
xibe1242,-,-,d,-,-,a,-,-,-,-,s,-,-,i,-,-
xibe1242,-,-,d,-,-,a,-,-,-,l,d,-,-,a,-,-
