language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
ulch1241,-,-,b,-,-,3,l,d,Z,-,3,-,-,-
ulch1241,-,-,p,-,-,3,-,-,5,-,3,-,-,-
nana1257,d,-,z,-,-,a,-,-,l,-,a,-,-,-
nana1257,d,-,Z,-,-,a,-,-,l,-,a,-,-,n
nana1257,-,-,f,-,-,3,i,-,N,g,3,-,-,-
orok1265,-,-,p,-,-,3,-,-,n,-,3,-,-,-
oroc1248,-,-,x,-,-,3,-,-,N,-,3,-,-,-
udih1248,-,-,x,-,-,3,-,-,N,-,3,-,-,-
oroq1238,-,-,-,-,-,3,-,-,N,-,3,-,-,n
negi1245,-,-,x,-,-,3,5,-,N,-,3,-,-,n
kile1243,-,-,x,-,-,3,r,-,N,-,3,-,-,n
even1260,-,-,b,-,o,o,-,-,q,-,a,a,X,n
even1260,-,-,b,-,o,o,-,-,q,-,a,a,X,m
even1260,-,-,b,-,-,e,l,-,g,-,e,-,-,-
even1260,-,-,X,-,-,e,n,-,N,-,e,-,-,n
manc1252,t,o,b,g,y,i,-,-,y,-,a,-,-,-
xibe1242,-,-,b,-,-,u,-,-,x,-,o,-,-,-
