language,x1,x2,x3,x4,x5,x6,x7
oroq1238,-,S,-,-,a,-,-
hail1248,-,s,-,-,a,-,-
negi1245,-,s,-,-,a,-,-
hiss1234,-,h,-,-,a,-,-
hiss1234,-,s,-,-,a,-,-
hiss1234,-,s,-,-,a,-,-
ilim1234,-,h,-,-,a,-,-
nort3334,-,h,-,-,a,-,-
solo1263,-,s,-,-,a,-,-
kuro1242,-,s,-,-,a,-,-
nana1257,-,s,-,-,a,-,-
nana1257,-,s,-,-,a,-,-
ulch1241,-,s,-,-,a,-,-
orok1265,-,s,-,-,a,-,-
oroc1248,-,s,-,-,a,-,-
udih1248,-,s,-,-,a,-,-
kile1243,-,s,-,-,a,y,i
even1260,-,X,-,-,a,-,-
manc1252,-,s,-,-,a,-,-
jurc1239,-,s,-,-,a,-,-
xibe1242,t,h,o,q,3,-,-
xibe1242,-,s,-,-,o,-,-
