language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
ulch1241,p,-,u,-,n,-,-,-,s,-,-,-,-,-,-,u
nana1257,f,-,u,-,m,-,-,t,S,-,-,-,-,-,-,i
nana1257,p,w,u,-,N,-,i,t,S,-,-,-,-,-,-,i
orok1265,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,o
oroc1248,-,-,-,-,x,-,u,m,p,-,-,-,-,-,-,3
udih1248,-,-,-,-,N,-,e,-,s,-,-,y,-,-,-,i
oroq1238,-,-,-,-,N,-,o,-,-,-,-,x,-,-,-,o
negi1245,-,-,u,5,N,-,3,-,-,-,-,-,-,-,-,-
negi1245,-,-,-,-,N,-,o,-,s,u,w,k,-,-,-,a
negi1245,-,-,-,-,N,-,o,-,s,u,-,k,-,-,t,a
negi1245,-,-,-,-,N,-,o,-,s,a,-,k,-,-,t,a
kile1243,X,-,u,-,N,-,-,-,S,-,-,-,-,-,-,i
even1260,-,-,-,-,N,o,o,-,s,u,u,X,-,-,t,-
even1260,-,-,-,-,N,o,o,-,s,u,u,X,-,-,t,S
even1260,-,-,-,-,N,o,o,-,s,u,u,X,-,-,-,-
manc1252,w,-,a,-,N,-,-,-,-,-,-,k,y,i,y,a
xibe1242,v,-,o,-,d,-,-,-,-,-,-,-,-,-,-,3
xibe1242,v,-,i,-,N,-,-,-,-,-,-,k,-,-,h,3
