language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
ulch1241,-,-,-,t,a,r,p,y,e,-,-,-,-,-,-,-,-,-
ulch1241,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
nana1257,-,-,-,-,-,-,-,-,o,-,-,-,r,-,-,-,a,-
nana1257,-,-,-,t,-,-,-,-,a,-,-,-,l,-,-,p,i,-
nana1257,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
orok1265,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
oroc1248,-,-,-,-,-,-,-,-,a,-,-,-,l,a,s,y,i,-
udih1248,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
oroq1238,-,-,-,b,u,-,-,-,o,-,-,-,k,-,-,-,a,n
negi1245,-,-,-,-,-,-,-,-,o,-,-,-,x,-,-,w,o,-
kile1243,p,3,k,d,-,-,-,-,3,-,-,-,l,-,-,-,3,-
even1260,-,-,-,t,-,-,-,-,e,-,-,-,l,-,-,g,i,-
even1260,-,-,-,-,-,-,-,-,o,-,-,o,X,-,-,x,-,-
manc1252,s,-,-,-,-,-,-,-,u,k,s,a,X,-,-,-,a,-
manc1252,b,-,-,-,-,-,-,-,u,-,-,-,x,-,-,y,i,-
xibe1242,m,o,-,s,-,-,-,-,u,-,s,-,x,-,-,-,o,-
