language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
ulch1241,-,-,-,-,n,-,-,-,3,-,m,d,-,-,-,-,3,-,-,-
nana1257,-,f,-,-,y,-,-,-,i,r,m,y,-,-,-,-,i,-,-,-
nana1257,-,-,-,-,n,-,-,-,3,-,m,d,-,-,-,-,3,-,-,-
orok1265,-,-,-,-,n,-,-,-,3,-,m,d,-,-,-,-,3,-,-,-
oroc1248,-,-,-,-,n,-,-,-,3,-,m,n,-,-,-,-,3,-,-,-
udih1248,-,-,-,-,k,-,-,-,a,-,-,N,k,y,E,s,a,-,-,-
udih1248,-,-,-,-,n,-,-,-,3,-,m,n,-,-,3,s,3,-,-,-
oroq1238,-,S,-,i,l,-,-,-,i,-,m,k,-,-,-,-,u,-,-,n
negi1245,-,s,-,i,l,-,-,-,i,-,m,k,-,-,-,-,u,-,-,n
kile1243,-,-,-,-,n,-,-,-,3,-,m,n,-,-,-,-,3,-,-,-
even1260,-,-,-,-,q,-,-,a,a,-,X,d,-,-,-,-,a,a,X,x
even1260,t,S,u,u,X,-,p,u,u,-,X,t,-,-,-,-,i,i,X,-
manc1252,i,s,-,-,x,-,-,-,3,-,-,l,-,y,i,y,3,-,-,n
xibe1242,-,-,-,-,x,E,v,-,3,-,-,r,-,-,-,x,u,-,-,n
