language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
oroq1238,-,-,-,-,-,m,-,u,n,u,-,-,-
hail1248,-,-,-,-,-,m,-,u,n,u,-,-,-
negi1245,-,-,-,-,-,-,-,-,5,a,-,-,-
hiss1234,-,-,-,-,-,m,-,u,n,u,-,-,-
hiss1234,-,-,-,-,-,m,-,3,n,3,-,-,-
hiss1234,-,-,-,-,-,m,-,u,n,u,-,-,-
ilim1234,-,-,-,-,-,m,-,u,n,u,-,-,-
solo1263,-,-,-,-,-,m,-,u,n,u,-,-,-
kuro1242,-,-,-,-,-,-,-,-,5,a,q,t,o
nana1257,-,-,-,-,-,-,-,-,5,E,-,-,-
nana1257,-,-,-,-,-,-,-,-,5,a,-,-,-
ulch1241,-,-,-,-,-,-,-,-,5,e,-,-,-
orok1265,-,-,-,-,-,-,-,-,n,a,-,-,-
oroc1248,-,-,-,-,-,-,-,-,5,a,-,-,-
udih1248,-,-,-,-,-,-,-,-,5,a,-,-,-
kile1243,-,-,-,-,-,-,-,-,5,a,-,-,-
even1260,-,-,-,-,-,m,-,u,n,-,-,-,-
manc1252,n,y,i,y,a,q,y,i,n,a,-,-,-
xibe1242,-,-,-,-,-,-,-,-,y,o,-,-,-
